"COD_MUNICIPIO","cep.min","cep.max"
2613909,56900001,56915999
2614006,56140000,56149999
2614105,56600000,56639999
2614204,55580000,55589999
2614402,56795000,56799999
2614501,55750000,55754999
2614600,56780000,56794999
2614709,55140000,55149999
2614808,56480000,56499999
2614857,55578000,55579999
2615003,55790000,55799999
2615102,55305000,55309999
2615201,56190000,56199999
2615300,55870000,55879999
2615300,55870001,55874999
2615409,55125000,55129999
2615409,55125001,55128999
2615508,55805000,55809999
2615508,55805001,55808999
2615607,56250000,56259999
2615706,56870000,56894999
2615805,56540000,56549999
2615904,56760000,56779999
2616001,55270000,55279999
2616100,56120000,56129999
2616183,55760000,55764999
2616209,55770000,55779999
2616308,55850000,55859999
2616407,55600001,55619999
2616407,55600001,55617999
2616506,55555000,55559999
2616506,55555001,55558999
2200053,64748000,64749999
2200103,64440000,64444999
2200202,64460000,64464999
2200251,64655000,64659999
2200277,64675000,64677999
2200301,64360000,64364999
2200400,64290000,64294999
2200459,64923000,64924999
2200509,64400000,64409999
2200608,64410000,64414999
2200707,64780000,64781999
2200806,64855000,64857999
2200905,64310000,64314999
2200954,64612000,64612999
2201002,64480000,64489999
2201051,64333000,64334999
2201101,64965000,64967999
2201150,64868000,64869999
2201176,64528000,64529999
2201200,64100000,64104999
2201309,64990000,64992999
2201408,64455000,64459999
2201507,64190000,64199999
2201556,64705000,64709999
2201572,64678000,64679999
2201606,64380000,64387999
2201705,64870000,64872999
2201739,64753000,64754999
2201770,64108000,64109999
2201804,64630000,64634999
2201903,64900000,64904999
2201919,64225000,64227999
2201929,64775000,64777999
2201945,64283000,64284999
2201960,64265000,64269999
2201988,64895000,64897999
2202000,64230000,64232999
2202026,64345000,64349999
2202059,64105000,64107999
2202075,64514000,64515999
2202083,64222000,64223999
2202091,64695000,64699999
2202109,64730000,64739999
2202117,64767000,64767999
2202133,64578000,64579999
2202174,64148000,64149999
2202208,64280000,64282999
2202251,64833000,64834999
2202307,64890000,64892999
2202406,64270000,64274999
2202455,64763000,64763999
2202505,64795000,64797999
2202539,64233000,64234999
2202554,64590000,64594999
2202604,64340000,64342999
2202653,64228000,64229999
2202703,64235000,64237999
2202711,64278000,64279999
2202729,64238000,64239999
2202737,64335000,64339999
2202752,64885000,64889999
2202778,64516000,64517999
2202802,64740000,64744999
2202851,64793000,64794999
2202901,64980000,64984999
2203008,64995000,64999999
2203107,64920000,64922999
2203206,64960000,64962999
2203230,64905000,64909999
2203271,64595000,64599999
2203255,64453000,64454999
2203305,64390000,64394999
2203354,64785000,64787999
2203404,64620000,64624999
2203453,64790000,64792999
2203420,64250000,64252999
2203503,64325000,64329999
2203602,64880000,64884999
2203701,64180000,64189999
2203750,64788000,64789999
2203800,64815000,64819999
2203859,64563000,64564999
2203909,64800001,64814999
2203909,64800001,64809999
2204006,64520000,64524999
2204105,64475000,64479999
2204154,64683000,64684999
2204204,64645000,64649999
2204303,64690000,64694999
2204352,64613000,64614999
2204402,64930000,64939999
2204501,64840000,64844999
2204550,64798000,64799999
2204600,64470000,64474999
2204659,64224000,64224999
2204709,64535000,64539999
2204808,64540000,64544999
2204907,64570000,64572999
2205003,64565000,64567999
2205102,64820000,64824999
2205151,64755000,64757999
2205201,64575000,64577999
2205250,64495000,64499999
2205276,64275000,64277999
2205300,64830000,64832999
2205359,64765000,64766999
2205409,64170000,64174999
2205458,64165000,64167999
2205508,64110000,64119999
2205516,64343000,64344999
2205524,64963000,64964999
2205532,64782000,64782999
2205557,64138000,64139999
2205573,64258000,64259999
2205565,64768000,64769999
2205581,64388000,64389999
2205599,64308000,64309999
2205540,64465000,64467999
2205607,64850000,64854999
2205706,64220000,64221999
2205805,64160000,64164999
2205854,64168000,64169999
2205904,64875000,64879999
2205953,64685000,64687999
2206001,64845000,64849999
2206050,64573000,64574999
2206100,64150000,64154999
2206209,64130000,64137999
2206308,64445000,64449999
2206357,64253000,64254999
2206407,64450000,64452999
2206506,64650000,64654999
2206605,64940000,64944999
2206654,64968000,64969999
2206670,64178000,64179999
2206696,64175000,64177999
2206704,64825000,64829999
2206720,64415000,64419999
2206753,64288000,64289999
2206803,64140000,64144999
2207959,64764000,64764999
2206902,64530000,64534999
2206951,64365000,64369999
2207009,64500000,64509999
2207108,64468000,64469999
2207207,64680000,64682999
2207306,64710000,64719999
2207355,64898000,64899999
2207405,64925000,64929999
2207504,64420000,64429999
2207553,64618000,64619999
2207603,64970000,64974999
2207702,64200001,64219999
2207751,64395000,64399999
2207777,64580000,64584999
2207793,64295000,64299999
2207801,64750000,64752999
2207850,64838000,64839999
2207900,64255000,64257999
2207934,64728000,64729999
2208007,64600001,64609999
2208007,64600001,64608999
2208106,64320000,64324999
2208205,64660000,64669999
2208304,64240000,64242999
2208403,64260000,64264999
2208502,64145000,64147999
2208551,64858000,64859999
2208601,64370000,64374999
2208650,64758000,64759999
2208700,64915000,64919999
2208809,64490000,64494999
2208858,64975000,64979999
2208874,64725000,64727999
2208908,64865000,64867999
2209005,64835000,64837999
2209104,64545000,64547999
2209153,64315000,64319999
2209203,64945000,64959999
2209302,64910000,64914999
2209377,64518000,64519999
2209351,64615000,64617999
2209401,64640000,64644999
2209450,64438000,64439999
2209500,64560000,64562999
2209559,64783000,64784999
2209609,64375000,64377999
2209658,64745000,64747999
2209708,64550000,64554999
2209757,64993000,64994999
2209807,64435000,64437999
2209856,64635000,64637999
2209872,64243000,64244999
2209906,64350000,64359999
2209955,64510000,64511999
2209971,64155000,64159999
2210003,64760000,64762999
2210052,64245000,64249999
2210102,64555000,64557999
2210201,64625000,64629999
2210300,64670000,64674999
2210359,64778000,64779999
2210375,64638000,64639999
2210383,64378000,64379999
2210391,64558000,64559999
2210409,64330000,64332999
2210508,64430000,64434999
2210607,64770000,64772999
2210623,64985000,64989999
2210631,64873000,64874999
2210656,64285000,64287999
2210706,64585000,64589999
2210805,64700000,64704999
2210904,64720000,64724999
2210938,64610000,64611999
2210953,64893000,64894999
2210979,64512000,64513999
2211001,64000001,64099999
2211100,64120000,64125999
2211209,64860000,64864999
2211308,64300000,64307999
2211357,64773000,64774999
2211407,64525000,64527999
2211506,64568000,64569999
2211605,64688000,64689999
2211704,64548000,64549999
4100103,86460000,86464999
4100202,83490000,83499999
4100202,83490001,83490999
4100301,83850000,83859999
4100400,83500001,83534999
4100400,83500001,83529999
4100459,85280000,85299999
4100459,85280001,85280999
4128625,87528000,87529999
4128625,87528001,87528999
4100608,87750000,87759999
4100608,87750001,87752999
4100707,87580000,87594999
4100509,87550000,87554999
4100509,87550001,87551999
4100509,87552001,87552999
4100509,87553001,87554999
4100806,86150000,86159999
4100905,87850000,87859999
4101002,85640000,85649999
4101002,85640001,85642999
4101002,85643001,85644999
4101002,85645001,85645999
4101051,85425000,85429999
4101051,85425001,85425999
4101101,86380000,86384999
4101101,86380001,86382999
4101101,86383001,86383999
4101150,86755000,86759999
4101150,86755001,86755999
4101200,83370000,83389999
4101200,83370001,83374999
4101309,83980000,83999999
4101309,83980001,83983999
4101408,86800001,86819999
4101408,86800001,86815999
4101408,86816001,86816999
4101507,86700001,86719999
4101507,86700001,86716999
4101507,86719001,86719899
4101606,84990000,84999999
4101655,86884000,86889999
4101705,87260000,87264999
4101804,83700001,83729999
4101804,83700001,83724999
4101853,86880000,86883999
4101853,86880001,86881999
4101903,86220000,86224999
4102000,85935000,85939999
4102000,85935000,85938999
4102000,85939001,85939499
4102000,85939501,85939999
4102109,86730000,86749999
4102208,87630000,87639999
4102307,83650000,83699999
4102406,86360000,86369999
4102406,86360001,86364899
4102406,86365001,86368999
4102505,86960000,86969999
4102703,86385000,86389999
4102703,86385001,86385999
4102604,85700000,85707999
4102752,85745000,85749999
4102802,86130000,86139999
4102901,84640000,84659999
4103008,87390000,87394999
4103024,85680000,85684999
4103040,85225000,85229999
4103057,85780000,85789999
4103107,83450000,83479999
4103107,83450001,83459999
4103156,85708000,85709999
4103206,86940000,86944999
4103222,85515000,85519999
4103305,86925000,86929999
4103354,85430000,85439999
4103370,87595000,87599999
4103404,86640000,86649999
4103404,86640001,86642999
4103453,85415000,85419999
4103453,85415001,85418999
4103479,87565000,87569999
4103503,86820000,86824999
4103602,86390000,86399999
4103602,86390001,86391999
4103701,86180001,86199999
4103701,86180001,86195999
4103800,86890000,86894999
4103909,87345000,87354999
4103958,85148000,85149999
4104006,83430000,83449999
4104006,83430001,83439999
4104006,83440001,83442999
4104055,85450000,85459999
4104055,85450001,85450999
4104105,83870000,83879999
4104105,83870001,83877999
4104204,83600001,83649999
4104204,83600001,83640999
4104253,83535000,83539999
4104303,87300001,87319999
4104303,87300001,87314999
4104402,84470000,84499999
4104428,85140000,85144999
4104451,85160000,85161999
4104501,85760000,85769999
4104501,85760001,85762999
4104501,85763001,85764999
4104501,85765001,85766999
4104600,85790000,85794999
4104600,85790001,85793999
4104659,84145000,84149999
4104709,86420000,86429999
4104709,86420001,86422999
4104808,85800001,85824999
4104808,85800001,85820999
4104907,84160001,84199999
4104907,84160001,84184999
4105003,85470000,85477999
4105003,85470001,85473999
4105102,86630000,86634999
4105201,83570000,83589999
4105300,85840000,85844999
4105300,85840001,85842999
4105409,85560000,85564999
4105409,85560001,85561999
4105409,85562001,85562999
4105409,85563001,85564999
4105508,87200001,87214999
4105508,87200001,87212999
4105607,87820000,87829999
4105607,87820001,87821999
4105706,85530000,85539999
4105805,83400001,83419999
4105805,83400001,83415999
4105904,86690000,86699999
4106001,86320000,86329999
4106100,86480000,86489999
4106209,83730000,83749999
4106209,83730001,83738999
4106308,85420000,85422999
4106407,86300000,86309999
4106407,86300001,86304999
4106407,86305001,86306999
4106456,85557000,85559999
4106506,85550000,85554999
4106506,85550001,85553899
4106555,86970000,86974999
4106555,86970001,86970999
4106803,84620000,84629999
4106571,85598000,85599999
4106605,87400000,87429999
4106605,87400001,87404999
4106605,87405001,87407999
4106605,87408001,87408999
4106704,87650000,87659999
4106704,87650001,87650999
4106852,86855000,86859999
4106852,86855001,86855999
4106902,80000001,82999999
4107009,84280000,84284999
4107009,84280001,84282999
4107108,87990000,87999999
4107124,85408000,85409999
4107124,85408001,85408999
4107157,85896000,85897999
4107157,85896001,85897999
4107207,85660000,85669999
4107207,85660001,85666999
4107256,87485000,87489999
4107306,87155000,87159999
4128633,83590000,83599999
4107405,85630000,85634999
4107405,85630001,85631999
4107504,87270000,87279999
4107538,85988000,85989999
4107538,85988001,85988999
4107520,87545000,87549999
4107520,87545001,87545999
4107546,85465000,85469999
4107553,87325000,87329999
4107603,86840000,86844999
4107652,83820001,83839999
4107652,83820001,83835999
4107702,86950000,86959999
4107736,84535000,84549999
4107751,84285000,84289999
4107850,85618000,85619999
4107801,87185000,87189999
4107900,87120000,87129999
4107900,87120001,87124999
4108007,86165000,86169999
4108106,86780000,86789999
4108106,86780001,86780999
4108205,85830000,85832999
4108304,85850001,85874999
4108304,85850001,85871999
4108452,85145000,85147999
4108320,87570000,87579999
4108403,85600001,85609999
4108403,85600001,85606999
4108502,84660000,84899999
4108551,86938000,86939999
4108551,86938001,86938999
4108601,87360000,87364999
4108601,87360001,87363999
4108650,85162000,85167999
4108700,86845000,86847999
4108809,85980000,85987999
4108809,85980001,85984999
4108809,85985001,85987999
4108908,87880000,87889999
4108957,84435000,84449999
4108957,84435001,84436999
4109005,86465000,86469999
4109104,87810000,87819999
4109203,86620000,86629999
4109302,85400000,85407999
4109302,85400001,85404999
4109401,85000001,85139999
4109401,85000001,85100999
4109500,83390000,83399999
4109609,83280000,83299999
4109658,85548000,85549999
4109708,84900000,84919999
4109757,85478000,85484999
4109757,85478001,85479999
4109807,86200000,86209999
4109807,86200001,86209999
4109906,87530000,87534999
4110003,86750000,86754999
4110003,86750001,86751999
4110052,85423000,85424999
4110052,85423001,85423999
4110078,84250000,84259999
4110102,84430000,84434999
4110102,84430001,84433999
4110201,85155000,85159999
4110300,87670000,87679999
4110300,87670001,87670999
4110409,87235000,87239999
4110508,84450000,84459999
4110607,87560000,87564999
4110656,85833000,85834999
4110656,85833001,85833999
4110706,84500001,84509999
4110706,84500001,84508999
4110805,87280000,87289999
4110904,86670000,86679999
4110953,85880000,85883999
4110953,85880001,85882999
4111001,86375000,86379999
4111001,86375001,86376999
4111001,86377000,86377999
4111001,86378001,86378999
4111100,87175000,87179999
4111209,85580000,85584999
4111209,85580001,85581999
4111209,85582001,85583999
4111258,83560000,83569999
4111258,83560001,83567899
4111308,87980000,87989999
4111308,87980001,87980999
4111407,84460000,84469999
4111506,86870000,86879999
4111506,86870001,86874999
4111506,86875001,86877999
4111506,86878001,86878999
4111506,86879001,86879999
4111555,87525000,87527999
4111605,87130000,87139999
4111704,84930000,84934999
4111803,86400000,86409999
4111902,86610000,86612999
4112009,84200000,84219999
4112108,86900000,86909999
4112108,86900001,86904999
4112207,87380000,87389999
4112306,84920000,84924999
4112405,87225000,87229999
4112504,86860000,86864999
4112603,87690000,87699999
4112603,87690001,87694999
4112702,86210000,86219999
4112702,86210001,86212999
4112751,85835000,85839999
4112751,85835001,85836999
4112751,85837001,85837999
4112801,86455000,86459999
4112900,86470000,86479999
4112900,86470001,86471999
4112959,87355000,87359999
4113007,87230000,87234999
4113106,86920000,86924999
4113106,86920001,86921999
4113205,83750000,83799999
4113205,83750001,83759999
4113254,85275000,85279999
4113304,85300001,85339999
4113304,85300001,85319999
4113403,86330000,86339999
4113403,86330001,86332999
4113429,86865000,86869999
4113452,85826000,85829999
4113452,85826001,85827999
4113502,87900000,87909999
4113502,87900001,87901999
4113601,86790000,86799999
4113700,86000001,86124999
4113700,86000001,86099999
4113734,87290000,87299999
4113759,86935000,86937999
4113809,86635000,86639999
4113908,84570000,84599999
4113908,84570001,84573999
4113908,84574001,84575999
4114005,87340000,87344999
4114104,87160000,87169999
4114104,87160001,87164999
4114104,87165001,87166999
4114203,86975000,86989999
4114203,86975001,86978999
4114302,83800000,83819999
4114302,83800001,83809999
4114351,85628000,85629999
4114351,85628001,85628999
4114401,85540000,85547999
4114401,85540001,85542999
4114500,85260000,85269999
4114609,85960000,85979999
4114609,85960001,85971999
4114609,85972001,85973999
4114609,85974001,85974999
4114609,85975001,85975999
4114609,85976001,85976999
4114609,85977001,85977999
4114708,87480000,87484999
4114807,86990000,86999999
4114807,86990001,86993999
4114807,86994001,86994999
4114807,86995001,86995999
4114807,86996001,86997999
4114807,86998001,86998999
4114906,86825000,86827999
4115002,87960000,87969999
4115101,87470000,87479999
4115200,87000001,87109999
4115309,85525000,85529999
4115358,85955000,85959999
4115358,85955001,85956999
4115358,85957001,85957999
4115358,85958001,85958999
4115408,85614000,85617999
4115408,85614001,85614999
4115408,85615001,85617999
4115457,85168000,85169999
4115507,86910000,86919999
4115507,86910001,86911999
4115606,85887000,85887999
4115705,83260000,83279999
4115739,85240000,85249999
4115739,85240001,85240999
4115754,86828000,86829999
4115804,85720000,85726999
4115804,85720001,85726999
4115853,85998000,85999999
4115853,85998001,85999999
4115903,87840000,87849999
4115903,87840001,87840999
4116000,86615000,86617999
4116000,86615001,86617999
4116059,85736000,85739999
4116059,85890000,85890000
4116059,85736001,85738999
4116109,87370000,87379999
4116208,83350000,83369999
4116307,86760000,86769999
4116406,86680000,86689999
4116505,87790000,87799999
4116505,87790001,87791999
4116604,86230000,86239999
4116703,85410000,85414999
4116802,87330000,87339999
4116901,87600000,87629999
4116901,87600001,87609999
4116950,85635000,85639999
4117008,86310000,86314999
4117057,85350000,85389999
4117107,87970000,87979999
4117206,87490000,87499999
4117255,85685000,85689999
4117255,85685001,85688999
4117214,86250000,86269999
4117214,86250001,86250999
4117222,85930000,85932999
4117222,85930001,85930999
4117222,85931001,85931999
4117271,85250000,85259999
4117297,86895000,86899999
4117297,86895001,86895999
4117305,84350000,84399999
4117305,84350001,84358999
4117404,87170000,87174999
4117404,87170001,87170999
4117453,85933000,85934999
4117453,85933001,85933999
4117503,87140000,87154999
4117503,87140001,87144999
4117503,87145001,87148999
4117602,85690000,85699999
4117602,85690001,85693999
4117602,85698001,85699999
4117701,84130000,84139999
4117800,85270000,85274999
4117909,85950000,85954999
4117909,85950000,85951999
4117909,85952001,85954999
4118006,87780000,87789999
4118105,87660000,87669999
4118204,83200001,83254999
4118204,83200001,83249999
4118303,87680000,87689999
4118303,87680001,87680999
4118402,87700001,87729999
4118402,87700001,87721999
4118451,85948000,85949999
4118451,85948001,85948999
4118501,85500001,85514999
4118501,85500001,85513999
4118600,84630000,84634999
4118709,84635000,84639999
4118808,87250000,87259999
4118857,87538000,87539999
4118907,87540000,87544999
4119004,85740000,85744999
4119103,83860000,83869999
4119152,83320001,83349999
4119251,85727000,85729999
4119251,85727001,85727999
4119202,84925000,84929999
4119301,85170000,85194999
4119301,85170001,85174999
4119301,85175001,85179999
4119400,84240000,84249999
4119400,84240001,84243999
4119509,83300001,83319999
4119509,83300001,83318999
4119608,85200000,85224999
4119608,85200001,85205999
4119657,86613000,86614999
4119707,87860000,87879999
4119806,85750000,85759999
4119905,84000001,84129999
4119905,84000001,84099999
4119954,83255000,83259999
4119954,83255001,83259999
4120002,86160000,86164999
4120101,84140000,84144999
4120101,84140001,84144999
4120150,85345000,85349999
4120150,85345001,85345999
4120200,87950000,87954999
4120309,84615000,84619999
4120333,86618000,86619999
4120358,85730000,85735999
4120408,87180000,87184999
4120507,86140000,86149999
4120606,84400000,84429999
4120655,87365000,87369999
4120655,87365001,87367999
4120655,87368001,87368999
4120705,86450000,86454999
4120804,83420000,83429999
4120804,83420001,83423999
4120853,85940000,85944999
4120853,85940001,85941999
4120903,85460000,85464999
4120903,85460001,85463999
4121000,87930000,87949999
4121109,87265000,87269999
4121208,83840000,83849999
4121208,83840001,83844999
4121257,85888000,85889999
4121257,85888001,85888999
4121307,86290000,86299999
4121356,87395000,87399999
4121356,87395001,87395999
4121406,85770000,85779999
4121505,84550000,84559999
4121505,84550001,84552999
4121604,85610000,85613999
4121604,85610001,85611999
4121604,85612001,85612999
4121703,84320000,84344999
4121752,85195000,85199999
4121802,86410000,86419999
4121901,86490000,86599999
4122008,84560000,84569999
4122008,84560001,84562999
4122107,86830000,86839999
4122107,86830001,86830999
4122156,85340000,85344999
4122172,86848000,86849999
4122206,83540000,83559999
4122206,83540001,83549999
4122305,83880000,83899999
4122305,83880001,83889999
4122404,86600001,86609999
4122503,87320000,87324999
4122602,87800000,87809999
4122651,86850000,86854999
4122701,86720000,86729999
4122800,85620000,85627999
4122800,85620001,85620999
4122909,84945000,84949999
4123006,85670000,85679999
4123105,86370000,86374999
4123105,86370001,86371999
4123204,86225000,86229999
4123303,87920000,87929999
4123402,86770000,86779999
4123501,85890001,85895999
4123501,85890001,85891999
4123501,85892001,85892999
4123501,85893001,85893999
4123501,85894001,85894999
4123600,86660000,86669999
4123600,86660001,86660999
4123709,87910000,87914999
4123808,85650000,85659999
4123824,85795000,85799999
4123824,85795001,85796999
4123857,85230000,85239999
4123907,86350000,86359999
4123956,87915000,87919999
4124020,85825000,85825999
4124053,85875000,85876999
4124053,85875001,85876899
4124004,84970000,84979999
4124103,86430000,86449999
4124202,87730000,87739999
4124202,87730001,87730999
4124301,86315000,86319999
4124400,85710000,85714999
4124400,85710001,85712999
4124400,85713001,85713999
4124400,85714001,85714999
4124509,86650000,86659999
4124608,87770000,87779999
4124707,86270000,86279999
4124707,86270001,86272999
4124707,86273001,86274999
4124806,85570000,85574999
4124905,87740000,87749999
4125001,86930000,86934999
4125100,84150000,84159999
4125308,87190000,87199999
4125308,87190001,87192999
4125357,87555000,87559999
4125209,85575000,85579999
4125407,84980000,84989999
4125456,85898000,85899999
4125456,85898001,85898999
4125506,83000001,83189999
4125506,83000001,83149999
4125555,87215000,87219999
4125605,83900000,83979999
4125605,83900001,83909999
4125704,85877000,85879999
4125753,85929000,85929999
4125803,86945000,86949999
4125902,87955000,87959999
4125902,87955001,87956999
4125902,87957001,87957999
4126009,86240000,86249999
4126108,87220000,87224999
4126207,84290000,84299999
4126256,87110001,87119999
4126272,85568000,85569999
4126306,84220000,84239999
4126355,85885000,85886999
4126405,86340000,86349999
4126405,86340001,86341999
4126504,86170000,86179999
4126603,84940000,84944999
4126652,85565000,85567999
4126652,85565001,85565999
4126678,86125000,86129999
4126702,87760000,87769999
4126801,87430000,87449999
4126900,87830000,87839999
4127007,84530000,84534999
4127106,84260001,84279999
4127106,84260001,84274999
4127205,87240000,87249999
4127304,87890000,87899999
4127403,85990000,85997999
4127502,84300000,84319999
4127502,84300001,84304899
4127601,83190000,83199999
4127601,83190001,83198999
4127700,85900001,85928999
4127700,85900001,85920499
4127809,84935000,84939999
4127858,85485000,85499999
4127858,85485001,85489999
4127882,83480000,83489999
4127908,87450000,87469999
4127957,85945000,85947999
4127957,85945001,85946999
4127965,85150000,85154999
4127965,85150001,85154999
4128005,85440000,85449999
4128005,85440001,85444999
4128005,85445001,85445999
4128104,87500001,87524999
4128104,87500001,87515999
4128203,84600001,84614999
4128203,84600001,84612999
4128302,87640000,87649999
4128302,87640001,87640999
4128401,86280000,86289999
4128534,84345000,84349999
4128559,85845000,85849999
4128559,85845001,85847999
4128609,85585000,85597999
4128658,85390000,85399999
4128708,85520000,85524999
4128708,85520001,85524999
4128500,84950000,84969999
4128807,87535000,87537999
3300100,23900001,23969999
3300100,23900001,23959999
3300100,23968001,23968999
3300159,28495000,28499999
3300159,28495001,28499999
3300209,28970001,28989999
3300225,25845000,25849999
3300225,25845001,25849999
3300233,28950001,28959999
3300258,28930000,28939999
3300308,27000001,27174999
3300308,27000001,27154999
3300308,27155001,27159999
3300308,27160001,27162999
3300308,27163001,27164999
3300308,27165001,27169999
3300308,27170001,27174999
3300407,27300001,27399999
3300456,26100001,26199999
3300506,28660000,28679999
3300605,28360000,28374999
3300704,28900001,28929999
3300803,28680000,28699999
3300803,28680001,28684999
3300803,28685001,28694999
3300803,28695001,28699999
3300902,28430000,28454999
3300902,28430001,28430999
3300902,28435001,28435999
3300902,28440001,28440999
3300902,28445001,28445999
3300902,28446001,28446999
3300902,28450001,28451999
3301009,28000001,28179999
3301009,28000001,28099999
3301108,28500000,28539999
3300936,27998000,27999999
3301157,28180000,28199999
3301207,28640000,28649999
3301306,28860000,28889999
3300951,25870000,25879999
3300951,25870001,25874999
3300951,25875001,25876999
3301405,28740000,28749999
3301504,28540000,28544999
3301603,28650000,28659999
3301702,25000001,25499999
3301801,26650000,26699999
3301850,25940001,25949999
3301876,28960000,28969999
3301876,28960001,28969999
3301900,24800001,24889999
3302007,23800001,23859999
3302056,28250000,28299999
3302106,28570000,28599999
3302205,28300000,28349999
3302254,27580000,27599999
3302254,27580001,27593999
3302270,26400001,26499999
3302304,28350000,28359999
3302304,28350001,28350999
3302403,27900000,27997999
3302403,27900001,27979999
3302403,27980001,27984999
3302403,27985001,27986999
3302403,27987001,27987999
3302452,28545000,28549999
3302452,28545001,28545999
3302502,25900001,25939999
3302601,23860000,23889999
3302700,24900001,24999999
3302809,26700000,26899999
3302858,26550001,26599999
3302908,26900000,26949999
3303005,28460000,28469999
3303104,28380000,28389999
3303203,26500001,26549999
3303302,24000000,24399999
3303302,24000001,24399999
3303401,28600001,28636999
3303500,26000001,26099999
3303500,26200000,26299999
3303609,26600000,26649999
3303708,25850000,25869999
3303807,23970000,23999999
3303856,26950000,26999999
3303906,25600001,25779999
3303955,27197000,27199999
3303955,27197001,27199999
3304003,27175000,27196999
3304102,28390000,28399999
3304110,27570000,27579999
3304128,27400001,27459999
3304144,26300001,26399999
3304151,28735000,28739999
3304151,28735001,28739999
3304201,27500001,27569999
3304201,27500001,27551999
3304300,28800000,28819999
3304300,28800001,28809999
3304300,28810001,28813999
3304409,27460000,27499999
3304508,27660000,27699999
3304508,27660001,27664999
3304508,27665001,27669999
3304508,27670001,27689999
3304508,27690001,27691999
3304524,28890001,28899999
3304557,20000001,23799999
3304607,28770000,28799999
3304706,28470000,28494999
3304805,28400000,28429999
3304755,28230000,28249999
3304904,24400001,24799999
3305000,28200000,28229999
3305109,25500001,25599999
3305133,28455000,28459999
3305133,28455001,28455999
3305158,25780000,25799999
3305208,28940001,28949999
3305307,28550000,28569999
3305307,28550001,28554999
3305307,28555001,28556999
3305307,28557001,28557999
3305307,28558001,28558999
3305406,25880000,25899999
3305505,28990001,28999999
3305554,23890001,23899999
3305604,28820000,28859999
3305703,28637000,28639999
3305752,24890000,24899999
3305802,25950001,25999999
3305802,25950001,25995999
3305901,28750000,28769999
3306008,25800001,25844999
3306008,25800001,25829999
3306107,27600000,27659999
3306107,27600001,27611999
3306156,28375000,28379999
3306206,27700000,27899999
3306305,27200001,27299999
2400109,59370000,59373999
2400208,59650000,59654999
2400307,59510000,59512999
2400406,59995000,59999999
2400505,59965000,59969999
2400604,59760000,59769999
2400703,59507000,59507999
2400802,59515000,59516999
2400901,59870000,59879999
2401008,59700000,59729999
2401107,59655000,59659999
2401206,59170000,59172999
2401404,59194000,59195999
2401453,59695000,59699999
2401503,59410000,59419999
2401602,59555000,59559999
2405306,59260000,59269999
2401651,59528000,59529999
2401701,59270000,59274999
2401800,59219000,59219999
2401859,59592000,59593999
2401909,59540000,59543999
2402006,59300000,59309999
2401305,59680000,59684999
2402105,59230000,59234999
2402204,59190000,59191999
2402303,59780000,59789999
2402402,59374000,59374999
2402501,59665000,59667999
2402600,59570000,59574999
2402709,59395000,59399999
2402808,59220000,59224999
2402907,59930000,59939999
2403004,59375000,59377999
2403103,59380000,59389999
2403202,59910000,59919999
2403301,59905000,59907999
2403400,59355000,59359999
2403509,59180000,59181999
2403608,59575000,59577999
2403707,59795000,59799999
2403756,59517000,59517999
2403806,59335000,59337999
2403905,59902000,59904999
2404002,59890000,59899999
2404101,59596000,59597999
2404200,59173000,59177999
2404309,59790000,59794999
2404408,59675000,59677999
2404507,59598000,59599999
2404606,59490000,59499999
2404705,59508000,59509999
2404804,59315000,59317999
2404853,59513000,59514999
2404903,59855000,59855999
2405009,59225000,59226999
2405108,59594000,59595999
2405207,59690000,59694999
2405405,59213000,59213999
2405504,59544000,59546999
2405603,59324000,59326999
2405702,59343000,59346999
2405801,59550000,59554999
2405900,59880000,59889999
2406007,59980000,59986999
2406106,59330000,59334999
2406155,59188000,59189999
2406205,59227000,59229999
2406304,59244000,59244999
2406403,59430000,59439999
2406502,59390000,59394999
2406601,59247000,59249999
2406700,59535000,59539999
2406809,59235000,59239999
2406908,59805000,59807999
2407005,59940000,59944999
2407104,59280001,59289999
2407104,59280001,59288999
2407203,59500000,59503999
2407252,59945000,59949999
2407302,59970000,59979999
2407401,59800000,59804999
2407500,59580000,59581999
2407609,59775000,59779999
2407708,59198000,59199999
2407807,59182000,59183999
2407906,59217000,59217999
2408003,59600001,59649999
2408102,59000001,59139999
2408201,59164000,59167999
2408300,59215000,59216999
2408409,59730000,59739999
2408508,59347000,59349999
2408607,59950000,59954999
2408706,59660000,59662999
2408805,59586000,59587999
2408904,59360000,59369999
2403251,59140001,59161999
2409100,59218000,59218999
2409209,59259000,59259999
2409308,59770000,59774999
2409407,59900000,59901999
2409506,59588000,59589999
2409605,59547000,59549999
2409704,59530000,59534999
2409803,59196000,59197999
2409902,59504000,59506999
2410009,59960000,59964999
2410108,59560000,59564999
2410207,59810000,59814999
2410256,59668000,59669999
2410405,59582000,59583999
2410504,59990000,59994999
2410603,59740000,59759999
2410702,59820000,59829999
2410801,59987000,59989999
2410900,59470000,59479999
2408953,59578000,59579999
2411007,59830000,59839999
2411106,59420000,59429999
2411205,59200000,59209999
2409332,59464000,59469999
2411403,59520000,59527999
2411429,59350000,59354999
2411502,59255000,59257999
2411601,59590000,59591999
2411700,59210000,59212999
2411809,59327000,59329999
2411908,59908000,59909999
2412005,59290001,59299999
2412005,59290001,59298999
2412104,59310000,59314999
2412203,59162000,59163999
2412302,59275000,59279999
