"COD_MUNICIPIO","cep.min","cep.max"
3108107,35480000,35484999
3108206,38650000,38653999
3108255,39490000,39491999
3108305,37564000,37565999
3108404,37720000,37729999
3108503,39595000,39597999
3108701,36542000,36543999
3108552,38779000,38779999
3108602,39330000,39334999
3108800,35189000,35189999
3108909,37530000,37535999
3109006,32480000,32499999
3109006,32480001,32499999
3109105,37578000,37579999
3109204,39230000,39236999
3109253,35193000,35193999
3109303,38660000,38679999
3109402,39280000,39289999
3109402,39280001,39283999
3109451,38625000,38629999
3109501,37880000,37889999
3109600,35765000,35766999
3109709,37545000,37547999
3102704,39980000,39989999
3109808,38370000,38379999
3109907,35770000,35773999
3110004,34800000,34989999
3110103,36832000,36833999
3110202,36560000,36567999
3110301,37780000,37789999
3110400,35555000,35556999
3110509,37650000,37654999
3110608,37600000,37604999
3110707,37420000,37429999
3110806,39835000,39836999
3110905,37400000,37404999
3111002,37730000,37739999
3111101,38270000,38279999
3111150,39338000,39339999
3111200,37270000,37272999
3111309,37165000,37169999
3111408,38130000,38139999
3111507,38970000,38979999
3111606,37160000,37164999
3111903,37267000,37269999
3111705,36592000,36593999
3111804,38380000,38389999
3112000,37280000,37299999
3112059,39703000,39703999
3112109,36834000,36835999
3112208,36290000,36294999
3112307,39680000,39684999
3112307,39680001,39683999
3112406,37993000,37996999
3112505,35730000,35731999
3112604,38360000,38369999
3112653,35123000,35124999
3112703,39472000,39474999
3112802,37930000,37933999
3112901,36925000,36929999
3113008,39810000,39813999
3113107,36428000,36429999
3113206,36280000,36289999
3113206,36280001,36287999
3113305,36800000,36809999
3113305,36800001,36806999
3113404,35300000,35322999
3113404,35300001,35309999
3113503,39665000,39667999
3113602,37582000,37583999
3113701,39864000,39867999
3113800,35878000,35879999
3113909,37225000,37234999
3114006,35547000,35549999
3114105,37472000,37473999
3114204,35557000,35559999
3114303,38840000,38849999
3114303,38840001,38847999
3114402,37150000,37159999
3114501,35534000,35535999
3114550,38290000,38294999
3114600,37245000,37249999
3114709,37760000,37774999
3114808,37456000,37457999
3114907,36422000,36423999
3115003,38460000,38464999
3115102,37980000,37989999
3115300,36770001,36779999
3115300,36770001,36775999
3115359,35969000,35969999
3115409,36450000,36454999
3115458,39816000,39816999
3115474,39526000,39526999
3115508,37440000,37442999
3115607,35624000,35624999
3115706,35260000,35264999
3115805,38390000,38399999
3115904,36110000,36119999
3116001,36985000,36989999
3116100,39648000,39649999
3116159,38689000,38689999
3116209,36630000,36639999
3116308,36265000,36269999
3116407,37997000,37999999
3116506,39380000,39386999
3116605,35530000,35533999
3116704,36550000,36554999
3116803,39770000,39774999
3116902,38250000,38259999
3117009,39628000,39629999
3117108,37148000,37149999
3115201,36360000,36369999
3117306,38120000,38129999
3117207,37527000,37529999
3117405,36947000,36949999
3117504,35858000,35864999
3117603,35668000,35668999
3117702,37430000,37439999
3117801,37548000,37548999
3117836,39489000,39489999
3117876,33500000,33599999
3117900,37584000,37585999
3117900,37845000,37849999
3118007,36410000,36419999
3118007,36410001,36417999
3118106,35850000,35857999
3118205,38195000,38199999
3118304,36400000,36409999
3118304,36400001,36408999
3118403,35240000,35245999
3118403,35240001,35240999
3118403,35241001,35241999
3118403,35242001,35242999
3118403,35243001,35243999
3118502,37670000,37679999
3118601,32000000,32399999
3118601,32000001,32399999
3118700,37235000,37239999
3118809,39340000,39349999
3118908,35780000,35784999
3119005,37498000,37499999
3119104,39200000,39204999
3119203,39710000,39714999
3119302,38550000,38569999
3119302,38550001,38554999
3119401,35170000,35176999
3119401,35170001,35175999
3119500,39635000,39639999
3119609,36155000,36156999
3119708,36330000,36334999
3119807,38990000,39099999
3119906,37605000,37609999
3119955,35568000,35568999
3120003,35345000,35347999
3120102,39188000,39189999
3120151,39885000,39889999
3120201,37275000,37277999
3120300,39598000,39599999
3120409,36426000,36427999
3120508,37476000,37477999
3120607,35478000,35479999
3120706,38735000,38739999
3120805,37445000,37446999
3120839,35246000,35247999
3120870,39569000,39569999
3120904,35789000,35799999
3120904,35790001,35797999
3121001,39130000,39134999
3121100,37514000,37515999
3121209,37910000,37919999
3121258,38108000,38109999
3121308,36690000,36699999
3121407,35492000,35494999
3121506,36210000,36211999
3121605,39100000,39119999
3121704,35437000,35437999
3121803,35984000,35985999
3121902,36546000,36549999
3122009,36820000,36827999
3122108,35265000,35269999
3122207,39735000,39736999
3122306,35500000,35516999
3122306,35500001,35515999
3122355,39995000,39997999
3122405,37142000,37142999
3122454,39912000,39914999
3122470,38654000,38657999
3122504,35148000,35149999
3122603,35865000,35874999
3122702,35440000,35440999
3122801,37474000,37475999
3122900,36784000,36787999
3123007,36213000,36214999
3123106,35894000,35899999
3123205,35610000,35612999
3123304,36513000,36514999
3123403,37926000,37926999
3123502,38530000,38539999
3123528,36974000,36975799
3123601,37110000,37114999
3123700,35130000,35134999
3123809,39363000,39364999
3123858,35324000,35324999
3123908,35490000,35491999
3124005,36555000,36559999
3124104,32800000,32824999
3124104,32800001,32809999
3124104,32816000,32823999
3124203,36830000,36831999
3124302,39510000,39515999
3124401,37566000,37566999
3124500,37542000,37544999
3124609,36725000,36729999
3124708,35613000,35616999
3124807,38525000,38529999
3124906,36855000,36859999
3125002,36108000,36109999
3125101,37640000,37649999
3125101,37640001,37647999
3125200,37144000,37144999
3125309,36840000,36843999
3125408,39180000,39184999
3125606,39895000,39899999
3125705,39237000,39239999
3125804,35135000,35137999
3125903,35800000,35809999
3125952,36815000,36819999
3126000,35690000,35693999
3126109,35570000,35579999
3126109,35570000,35578999
3126109,35579700,35579999
3126208,38690000,38699999
3126307,37905000,37909999
3126406,35760000,35762999
3126505,39644000,39644999
3126604,39387000,39389999
3126703,39580000,39589999
3126752,39695000,39699999
3126802,39840000,39847999
3126901,35112000,35112999
3126950,39708000,39709999
3127008,38230000,38239999
3127057,39870000,39872999
3127073,39558000,39559999
3127107,38200001,38209999
3127107,38200001,38207999
3127206,35736000,35737999
3127305,35250000,35257999
3127339,39505000,39507999
3127354,39592000,39593999
3127370,35248000,35248999
3127388,36152000,36154999
3127404,37680000,37689999
3127503,39720000,39722999
3127602,39120000,39129999
3127701,35000000,35109999
3127701,35000001,35099999
3127800,39570000,39572999
3127909,38470000,38474999
3128006,39737000,39744999
3128006,39737001,39739999
3128006,39740001,39740999
3128105,37177000,37180999
3128204,35436000,35436999
3128253,39397000,39397999
3128303,37810000,37819999
3128402,36160000,36164999
3128501,36606000,36607999
3128600,38570000,38599999
3128709,37830000,37837999
3128709,37830001,37837999
3128808,36515000,36519999
3128907,38730000,38734999
3129004,36525000,36529999
3129103,38310000,38319999
3129202,37484000,37484999
3129301,35190000,35192999
3129400,36225000,36226999
3129509,38950000,38959999
3129608,39350000,39354999
3129657,39455000,39457999
3129707,37990000,37992999
3129806,32400000,32449999
3129806,32400001,32439999
3129905,37790000,37794999
3130002,37223000,37224999
3130051,39318000,39319999
3130101,32510000,32519999
3130101,32900000,32919999
3130101,32510000,32517999
3130200,35695000,35699999
3130309,38910000,38929999
3130408,37218000,37219999
3130507,37175000,37176999
3130556,35323000,35323999
3130606,37576000,37577999
3130655,39536000,39537999
3130705,38490000,38499999
3130804,37215000,37217999
3130903,35330000,35333999
3131000,35763000,35764999
3131109,39243000,39244999
3131158,35198000,35198999
3131208,36950000,36952999
3131307,35150000,35169999
3131307,35150001,35168999
3131406,38350000,38359999
3131505,37588000,37588999
3131505,37825000,37829999
3131604,38510000,38519999
3131703,35900000,35907999
3131703,35900001,35904999
3131802,35280000,35289999
3131901,35450000,35459999
3131901,35450001,35457999
3132008,39594000,39594999
3132107,39470000,39471999
3132206,35488000,35489999
3132305,39815000,39815999
3132404,37500000,37507999
3132404,37500001,37506999
3132503,39668000,39669999
3132503,39670000,39677999
3132503,39668001,39669999
3132503,39670001,39671999
3132602,36788000,36789999
3132701,39830000,39834999
3132800,35820000,35829999
3132909,37973000,37974999
3133006,37466000,37466999
3133105,37464000,37464999
3133204,35120000,35122999
3133303,39625000,39627999
3133402,38240000,38249999
3133501,35550000,35554999
3133600,37655000,37659999
3133709,35685000,35689999
3133758,37975000,37979999
3133808,35680000,35684999
3133808,35680001,35684999
3133907,36440000,36449999
3134004,39610000,39614999
3134103,35220000,35224999
3134202,38300000,38309999
3134202,38300001,38309999
3134301,37210000,37214999
3134400,38280000,38287999
3134509,36390000,36399999
3134608,35830000,35844999
3134707,39930000,39934999
3134806,37965000,37967999
3134905,37590000,37595999
3135001,35188000,35188999
3135050,39508000,39509999
3135076,39837000,39839999
3135100,39440000,39449999
3135100,39440001,39448999
3135209,39480000,39488999
3135308,35580000,35581999
3135357,39335000,39335999
3135407,35497000,35499999
3135456,39645000,39647999
3135506,35390000,35399999
3135605,39370000,39372999
3135704,35767000,35769999
3135803,39960000,39969999
3135902,37485000,37487999
3136009,39890000,39892999
3136108,35194000,35194999
3136207,35930000,35934999
3136207,35930001,35934999
3136306,38770000,38778999
3136405,39240000,39242999
3136504,39920000,39924999
3136520,39642000,39643999
3136553,39775000,39779999
3136579,39575000,39579999
3136652,35675000,35679999
3136702,36000000,36107999
3136702,36000001,36099999
3136801,39590000,39591999
3136900,37805000,37809999
3136959,39467000,39469999
3137007,39825000,39826999
3137106,38785000,38789999
3137205,35590000,35594999
3137205,35590001,35593999
3137304,39360000,39362999
3137403,36345000,36349999
3137502,38720000,38729999
3137536,38755000,38759999
3137601,33230000,33249999
3137601,33230001,33241999
3137700,36980000,36984999
3137809,37480000,37483999
3137908,36455000,36459999
3138005,36760000,36769999
3138104,39250000,39259999
3138203,37200000,37209999
3138203,37200001,37209999
3138302,35657000,35659999
3138351,39655000,39659999
3138401,36700000,36709999
3138401,36700001,36707999
3138500,37350000,37359999
3138609,36140000,36144999
3138625,38295000,38299999
3138658,39437000,39439999
3138674,36923000,36924999
3138682,39336000,39337999
3138708,37240000,37244999
3138807,35595000,35597999
3138906,39873000,39873999
3139003,37750000,37756999
3139102,37305000,37309999
3139201,39690000,39694999
3139250,39516000,39516999
3139300,39460000,39464999
3139409,36900000,36912999
3139409,36900001,36908999
3139508,36970000,36971999
3139607,35290000,35297999
3139607,35290001,35293999
3139805,36640000,36649999
3139706,35666000,35666999
3139904,37517000,37519999
3140001,35420000,35429999
3140001,35420001,35427999
3140100,35115000,35115999
3140159,32470000,32479999
3140209,36608000,36609999
3140308,35185000,35187999
3140407,37516000,37516999
3140506,35606000,35609999
3140530,36972000,36973999
3140555,39915000,39916999
3140605,39755000,39764999
3140704,35670000,35674999
3171501,35110000,35111999
3140803,36120000,36122999
3140852,39478000,39479999
3140902,35367000,35367999
3141009,39527000,39528999
3141108,35720000,35729999
3141207,38870000,38879999
3141306,38930000,38949999
3141405,39620000,39624999
3141504,35270000,35274999
3141603,36190000,36194999
3141702,35116000,35116999
3141801,39650000,39654999
3141900,37447000,37449999
3142007,39373000,39377999
3142106,36893000,36894999
3142205,36790000,36792999
3142254,39465000,39466999
3142304,35470000,35472999
3142403,35604000,35605999
3142502,39215000,39218999
3142601,37405000,37406999
3142700,39495000,39499999
3142809,38475000,38479999
3142908,39500000,39504999
3143005,37115000,37119999
3143104,38500000,38509999
3143153,39893000,39894999
3143203,37968000,37969999
3143401,37580000,37581999
3143302,39400000,39429999
3143302,39400001,39422999
3143450,39547000,39549999
3143500,35628000,35629999
3143609,39248000,39249999
3143708,35875000,35877999
3143807,37620000,37629999
3143906,36880000,36892999
3143906,36880001,36891999
3144003,36955000,36959999
3144102,37890000,37899999
3144201,39718000,39719999
3144300,39860000,39863999
3144359,35117000,35117999
3144375,38658000,38659999
3144409,37524000,37526999
3144508,36370000,36389999
3144607,37250000,37259999
3144656,39553000,39554999
3144672,35298000,35299999
3144706,35920000,35929999
3144805,34000000,34019999
3144805,34000001,34019999
3144904,35113000,35113999
3145000,38160000,38169999
3145059,39525000,39525999
3145109,37860000,37879999
3145208,35520000,35529999
3145208,35520001,35528899
3136603,34990000,34999999
3145307,39820000,39824999
3145356,39817000,39817999
3145372,39568000,39568999
3145406,36145000,36145999
3145455,39398000,39399999
3145505,37488000,37489999
3145604,35540000,35542999
3145703,36250000,36254999
3145802,35655000,35656999
3145851,35439000,35439999
3145877,36828000,36829999
3145901,36490000,36499999
3145901,36490001,36497999
3146008,37570000,37575999
3146107,35400000,35419999
3146107,35400001,35411299
3146107,35411899,35411899
3146206,39855000,39859999
3146255,39573000,39574999
3146305,39818000,39819999
3146552,39517000,39517999
3146404,35622000,35623999
3146503,35582000,35584999
3146602,36195000,36199999
3146701,36750000,36759999
3146750,39945000,39949999
3146909,35669000,35669999
3147105,35660000,35665999
3147105,35660001,35664999
3147006,38600000,38609999
3147006,38600001,38609999
3147204,37120000,37129999
3147303,37660000,37669999
3147402,35774000,35776999
3147600,37460000,37463999
3147709,35537000,35539999
3147808,37330000,37339999
3147501,35810000,35814999
3147907,37900000,37904999
3147907,37900001,37904999
3147956,39378000,39379999
3148004,38700000,38719999
3148004,38700001,38709999
3148103,38740000,38749999
3148103,38740001,38748999
3148202,36860000,36869999
3148301,36544000,36545999
3148400,39765000,39769999
3148509,39814000,39814999
3148608,39700000,39702999
3148707,39970000,39979999
3148756,35364000,35364999
3148806,36585000,36589999
3148905,35565000,35566999
3149002,36847000,36849999
3149101,37520000,37523999
3149150,39492000,39494999
3149200,38178000,38179999
3149309,33250000,33259999
3149309,33250001,33259999
3149408,36148000,36149999
3149507,36610000,36619999
3149606,35667000,35667999
3149705,35545000,35546999
3149804,38170000,38174999
3149903,37260000,37261999
3149952,35118000,35119999
3150000,35114000,35114999
3150109,36157000,36159999
3150158,35325000,35325999
3150208,35382000,35382999
3150307,36227000,36229999
3150406,35476000,35477999
3150505,35585000,35587999
3150539,35348000,35349999
3150570,39317000,39317999
3150604,35536000,35536999
3150703,38210000,38219999
3150802,36480000,36489999
3150901,37511000,37511999
3151008,37508000,37509999
3151107,36730000,36739999
3151206,39270000,39279999
3151206,39270001,39277999
3151305,36170000,36179999
3151404,35650000,35654999
3151503,37925000,37925999
3151503,37934000,37939999
3151503,37934001,37937999
3151602,38220000,38229999
3151701,37757000,37759999
3151800,37700000,37719999
3151800,37700001,37719999
3151909,36960000,36969999
3152006,35640000,35649999
3152105,35430000,35435999
3152105,35430001,35434999
3152131,39328000,39329999
3152170,39615000,39619999
3152204,39520000,39524999
3152303,36568000,36569999
3152402,39827000,39829999
3152501,37550000,37562999
3152501,37550001,37561999
3152600,37468000,37469999
3152709,36320000,36324999
3152808,38140000,38149999
3152907,37970000,37972999
3153004,38960000,38969999
3153103,36475000,36479999
3153202,39245000,39247999
3153301,39135000,39139999
3153400,38750000,38754999
3153608,35738000,35739999
3153707,35625000,35627999
3153806,36424000,36425999
3153905,34400000,34499999
3154002,35350000,35358999
3154101,36740000,36749999
3154150,36920000,36922999
3154200,36340000,36344999
3154309,35230000,35239999
3154408,36270000,36271999
3154457,38640000,38648999
3154507,39529000,39529999
3154606,33800000,33979999
3154606,33800001,33979999
3154705,37264000,37266999
3154804,34300000,34399999
3154903,35370000,35379999
3155108,39940000,39944999
3155009,35442000,35443999
3155207,36460000,36469999
3155306,35485000,35487999
3155405,36150000,36151999
3155504,38810000,38819999
3155603,39530000,39534999
3155702,35940000,35949999
3155801,36180000,36184999
3155900,36130000,36131999
3156007,39170000,39179999
3156106,36335000,36339999
3156205,36604000,36605999
3156304,36510000,36511999
3156403,38520000,38524999
3156452,36878000,36879999
3156502,39565000,39567999
3156601,39950000,39959999
3156700,34500000,34799999
3156700,34500001,34739999
3156809,39750000,39754999
3156908,38190000,38194999
3157005,39560000,39562999
3157104,39925000,39927999
3157203,35960000,35968999
3157252,35328000,35329999
3157278,36132000,36134999
3157302,36215000,36219999
3157336,36328000,36329999
3157377,39563000,39564999
3157401,35383000,35387999
3157500,39725000,39727999
3157609,39295000,39299999
3157658,39874000,39874999
3157708,38175000,38177999
3157807,33000000,33199999
3157807,33000001,33198999
3157906,36913000,36917999
3158003,35910000,35919999
3158102,39928000,39929999
3158201,39780000,39783999
3159209,37775000,37779999
3159407,36235000,36239999
3159308,36135000,36139999
3159357,35326000,35327999
3159506,35225000,35229999
3159605,37536000,37541999
3159605,37536001,37539999
3159704,38805000,38809999
3159803,38320000,38349999
3158300,37195000,37199999
3158409,36795000,36799999
3158508,35785000,35788999
3158607,36620000,36629999
3158706,36146000,36147999
3158805,37278000,37279999
3158904,36940000,36946999
3158953,35179000,35179999
3159001,35845000,35849999
3159100,36430000,36439999
3159902,37262000,37263999
3160009,36670000,36679999
3160108,35388000,35389999
3160207,39160000,39164999
3160306,39935000,39939999
3160405,35560000,35564999
3160454,39538000,39539999
3160504,35880000,35893999
3160603,39210000,39214999
3160702,36240000,36249999
3160702,36240001,36247999
3160801,37407000,37407999
3160900,35495000,35496999
3160959,35335000,35337999
3161007,35993000,35999999
3161056,35275000,35276999
3161106,39300000,39316999
3161205,35543000,35543999
3161304,38260000,38269999
3161403,36810000,36814999
3161502,36530000,36539999
3161601,39723000,39724999
3161650,35258000,35259999
3161700,38790000,38793999
3161809,35544000,35544999
3161908,35935000,35937999
3125507,39185000,39187999
3162005,37490000,37495999
3162104,38800000,38804999
3162203,37920000,37921999
3162252,39355000,39359999
3162302,37568000,37569999
3162401,39430000,39436999
3162450,39475000,39477999
3162500,36300000,36319999
3162500,36300001,36314999
3162559,36918000,36919999
3162575,35277000,35279999
3162609,35146000,35146999
3162658,39365000,39369999
3162708,39540000,39546999
3162807,39704000,39706999
3162906,36680000,36689999
3162906,36680001,36687999
3162922,32920000,32999999
3162948,37945000,37947999
3162955,33350000,33399999
3163003,39785000,39789999
3163102,35694000,35694999
3163201,37510000,37510999
3163300,39848000,39849999
3163409,35986000,35992999
3163508,39707000,39707999
3163607,36990000,36999999
3163706,37470000,37471999
3163805,36590000,36591999
3163904,37855000,37859999
3164100,39784000,39784999
3164001,35360000,35363999
3164209,39290000,39294999
3164308,37927000,37929999
3164407,37567000,37567999
3164431,36793000,36794999
3164472,35334000,35334999
3164506,39795000,39799999
3164605,35567000,35567999
3164704,37950000,37959999
3164704,37950001,37959999
3164803,35815000,35819999
3164902,37467000,37467999
3165206,37408000,37409999
3165008,36350000,36359999
3165107,37960000,37964999
3165305,37370000,37399999
3165404,37690000,37699999
3165503,39728000,39729999
3165537,32450000,32469999
3165560,35441000,35441999
3165578,37615000,37619999
3165602,36650000,36659999
3165701,36540000,36541999
3165800,37586000,37587999
3165909,39190000,39199999
3166006,36470000,36474999
3166105,39745000,39749999
3166204,36275000,36279999
3166303,35368000,35369999
3166402,37454000,37455999
3166501,39165000,39169999
3166600,35617000,35619999
3166808,38760000,38769999
3166709,39868000,39869999
3166907,37143000,37143999
3166956,39518000,39519999
3167004,37452000,37453999
3167103,39150000,39159999
3167202,35700000,35719999
3167202,35700001,35718999
3165552,39688000,39689999
3167301,36185000,36189999
3167400,37589000,37589999
3167509,36123000,36125999
3167608,36930000,36939999
3167707,35144000,35145999
3167806,37478000,37479999
3167905,36165000,36169999
3168002,39550000,39552999
3168051,36953000,36954999
3168101,38189000,38189999
3168200,38980000,38989999
3168309,33980000,33999999
3168408,35140000,35143999
3168507,36580000,36584999
3168606,39800000,39809999
3168606,39800001,39805999
3168705,35180001,35184999
3168804,36325000,36327999
3168903,38880000,38899999
3169000,36512000,36512999
3169059,37563000,37563999
3169109,37630000,37639999
3169208,36844000,36846999
3169307,37410000,37419999
3169307,37410001,37418999
3169356,39205000,39209999
3169406,37185000,37194999
3169406,37185001,37192999
3169505,35125000,35129999
3169604,38480000,38489999
3169703,39660000,39662999
3169802,37496000,37497999
3169901,36500000,36509999
3169901,36500001,36508999
3170008,39320000,39327999
3170057,35338000,35339999
3170107,38000000,38107999
3170107,38000001,38099999
3170206,38400001,38439999
3170206,38400001,38438999
3170305,39878000,39879999
3170404,38610000,38624999
3170404,38610001,38623999
3170438,38288000,38289999
3170479,38630000,38639999
3170503,35380000,35381999
3170529,38649000,38649999
3170578,35199000,35199999
3170602,37922000,37924999
3170651,39535000,39535999
3170701,37000000,37109999
3170701,37000001,37109999
3170750,38794000,38799999
3170800,39260000,39269999
3170909,39450000,39454999
3171006,38780000,38784999
3171030,39458000,39459999
3171071,39663000,39664999
3171105,38150000,38159999
3171154,35359000,35359999
3171204,33200000,33229999
3171204,33200001,33207999
3171303,36570000,36579999
3171303,36570001,36578999
3171402,36895000,36899999
3171600,39630000,39634999
3171709,37465000,37465999
3171808,39730000,39734999
3171907,39715000,39717999
3172004,36520000,36524999
3172103,36720000,36724999
3172202,37512000,37513999
5000203,79680000,79689999
5000203,79680001,79683999
5000252,79530000,79539999
5000609,79990000,79994999
5000609,79990001,79993999
5000708,79210000,79214999
5000807,79770000,79779999
5000807,79770001,79773999
5000856,79785000,79789999
5000906,79910000,79919999
5000906,79910001,79911999
5000906,79912001,79913999
5001003,79570000,79579999
5001003,79570001,79577999
5001102,79200000,79209999
5001243,79930000,79934999
5001508,79430000,79439999
5001508,79430001,79431999
5001508,79432001,79433999
5001904,79780000,79784999
5002001,79760000,79764999
5002001,79760001,79763999
5002100,79260000,79269999
5002159,79390000,79399999
5002209,79290000,79299999
5002308,79670000,79679999
5002407,79940000,79946999
5002605,79420000,79427999
5002704,79000000,79129999
5002704,79000001,79124999
5002803,79270000,79279999
5002803,79270001,79273999
5002902,79540000,79549999
5002902,79540001,79541999
5002902,79542001,79544999
5002951,79560000,79569999
5003108,79460000,79469999
5003157,79995000,79999999
5003207,79300000,79369999
5003207,79300001,79349999
5003256,79550000,79555999
5003306,79400000,79409999
5003454,79790000,79799999
5003454,79790001,79791999
5003454,79792001,79793999
5003454,79794001,79795999
5003454,79796001,79797999
5003454,79798001,79798999
5003488,79215000,79219999
5003488,79215001,79216999
5003488,79217001,79217999
5003504,79880000,79889999
5003504,79880001,79882999
5003504,79883001,79883999
5003702,79800000,79879999
5003702,79800001,79849999
5003751,79970000,79974999
5003801,79700000,79709999
5003900,79428000,79429999
5003900,79428001,79428999
5004007,79730000,79739999
5004007,79730001,79733999
5004106,79230000,79239999
5004304,79960000,79964999
5004403,79580000,79589999
5004403,79580001,79581999
5004403,79582001,79583999
5004403,79584001,79585999
5004403,79586001,79586999
5004502,79890000,79899999
5004502,79890001,79891999
5004502,79892001,79893999
5004502,79894001,79895999
5004502,79896001,79896999
5004601,79965000,79969999
5004601,79965001,79968999
5004700,79740000,79744999
5004809,79985000,79989999
5004809,79985001,79987999
5004809,79988001,79988999
5004908,79440000,79449999
5004908,79440001,79441999
5004908,79442001,79443999
5005004,79240000,79259999
5005103,79720000,79729999
5005103,79720001,79721999
5005103,79722001,79723999
5005152,79955000,79959999
5005152,79955001,79958999
5005202,79370000,79379999
5005202,79370001,79376999
5005251,79920000,79924999
5005251,79920001,79922999
5005251,79923001,79923999
5005400,79150000,79169999
5005400,79150001,79151999
5005400,79152001,79158999
5005608,79380000,79389999
5005681,79980000,79984999
5005681,79980001,79983999
5005707,79947000,79954999
5005707,79947001,79949999
5005707,79950001,79954999
5005806,79220000,79229999
5006002,79140000,79149999
5006200,79750000,79759999
5006200,79750001,79757999
5006200,79758001,79759999
5006259,79745000,79749999
5006259,79745001,79748999
5006275,79556000,79559999
5006275,79556001,79557999
5006275,79558001,79558999
5006309,79500000,79529999
5006358,79925000,79929999
5006358,79925001,79928999
5006408,79410000,79414999
5006606,79900000,79909999
5006606,79900001,79907999
5006903,79280000,79289999
5006903,79280001,79283999
5007109,79180000,79189999
5007109,79180001,79181999
5007109,79182001,79188999
5007208,79130000,79139999
5007307,79470000,79479999
5007406,79480000,79489999
5007505,79450000,79459999
5007505,79450001,79451999
5007505,79452001,79455999
5007554,79690000,79699999
5007695,79490000,79499999
5007695,79490001,79491999
5007695,79492001,79493999
5007695,79494001,79495999
5007802,79590000,79599999
5007703,79935000,79939999
5007901,79170000,79179999
5007935,79415000,79419999
5007950,79975000,79979999
5007976,79765000,79769999
5008008,79190000,79199999
5008008,79190001,79193999
5008305,79600000,79669999
5008305,79600001,79649999
5008404,79710000,79719999
5100102,78485000,78489999
5100201,78635000,78637999
5100250,78580000,78586999
5100300,78780000,78784999
5100359,78665000,78667999
5100409,78770000,78772999
5100508,78410000,78414999
5100607,78785000,78789999
5100805,78595000,78599999
5101001,78685000,78689999
5101209,78615000,78619999
5101258,78260000,78264999
5101308,78420000,78424999
5101407,78325000,78329999
5101605,78190000,78194999
5101704,78390000,78397999
5101803,78600000,78609999
5101803,78600001,78607999
5101837,78868000,78869999
5101837,78887000,78887999
5101837,78868001,78868999
5101852,78678000,78679999
5101902,78350000,78359999
5102504,78200000,78236999
5102504,78200001,78219999
5102603,78630000,78634999
5102637,78360000,78364999
5102678,78840000,78849999
5102678,78840001,78846999
5102686,78319000,78319999
5102694,78658000,78659999
5102702,78640000,78642999
5102793,78587000,78589999
5102850,78345000,78349999
5103007,78195000,78199999
5103056,78540000,78542999
5103106,78680000,78684999
5103205,78500000,78504999
5103254,78335000,78337999
5103304,78310000,78318999
5103353,78652000,78654999
5103361,78254000,78254999
5103379,78330000,78334999
5103403,78000000,78109999
5103403,78000001,78099999
5103437,78237000,78239999
5103452,78380000,78389999
5103502,78400000,78409999
5103601,78830000,78834999
5103700,78885000,78886999
5103809,78290000,78292999
5103858,78875000,78879999
5103908,78620000,78624999
5103957,78293000,78294999
5104104,78520000,78524999
5104203,78760000,78769999
5104500,78295000,78299999
5104526,78578000,78578999
5104542,78579000,78579999
5104559,78510000,78512999
5104609,78790000,78794999
5104807,78820000,78829999
5104906,78490000,78499999
5105002,78255000,78259999
5105101,78575000,78577999
5105150,78320000,78324999
5105176,78340000,78344999
5105200,78810000,78819999
5105234,78278000,78279999
5105259,78460000,78469999
5105259,78460001,78467999
5105309,78660000,78662999
5105580,78535000,78539999
5105606,78525000,78527999
5105622,78280000,78284999
5105903,78470000,78479999
5106000,78430000,78434999
5106109,78170000,78174999
5106158,78565000,78569999
5106208,78860000,78867999
5106216,78515000,78519999
5108808,78508000,78509999
5106182,78243000,78244999
5108857,78415000,78419999
5108907,78440000,78444999
5108956,78593000,78594999
5106224,78450000,78459999
5106224,78450001,78457999
5106174,78638000,78639999
5106232,78370000,78379999
5106190,78513000,78514999
5106240,78888000,78889999
5106257,78690000,78694999
5106273,78570000,78572999
5106265,78528000,78529999
5106315,78674000,78674999
5106281,78625000,78627999
5106299,78590000,78592999
5106307,78870000,78874999
5106372,78795000,78799999
5106422,78530000,78534999
5106455,78855000,78859999
5106505,78175000,78179999
5106653,78698000,78699999
5106703,78610000,78612999
5106752,78250000,78252999
5106778,78655000,78657999
5106802,78560000,78562999
5106828,78240000,78242999
5106851,78398000,78399999
5107008,78800000,78809999
5107040,78850000,78854999
5107065,78643000,78644999
5107156,78265000,78269999
5107180,78675000,78677999
5107198,78613000,78614999
5107206,78275000,78277999
5107578,78338000,78339999
5107602,78700000,78759999
5107602,78700001,78750999
5107701,78480000,78484999
5107750,78270000,78274999
5107248,78545000,78547999
5107743,78664000,78664999
5107768,78445000,78449999
5107776,78650000,78651999
5107263,78425000,78429999
5107792,78628000,78629999
5107800,78180000,78189999
5107859,78670000,78673999
5107297,78773000,78774999
5107305,78435000,78439999
5107354,78663000,78663999
5107107,78285000,78289999
5107404,78835000,78839999
5107875,78365000,78369999
5107875,78365001,78368999
5107883,78668000,78669999
5107909,78548000,78559999
5107909,78548001,78559999
5107925,78890000,78899999
5107925,78890001,78898999
5107941,78563000,78564999
5107958,78300000,78309999
5107958,78300001,78307999
5108006,78573000,78574999
5108055,78505000,78507999
5108105,78775000,78779999
5108204,78695000,78697999
5108303,78543000,78544999
5108352,78253000,78253999
5108402,78110000,78169999
5108402,78110001,78163999
5108501,78880000,78884999
5105507,78245000,78249999
5108600,78645000,78649999
1500107,68440000,68444999
1500107,68440001,68443999
1500107,68444001,68444199
