"uf","localidade","faixa_inicio","faixa_fim","situacao","tipo_faixa"
"SC","Águas de Chapecó","89883-000","89884-999","Não codificada por logradouros","Total do município"
"SC","Águas Frias","89843-000","89844-999","Não codificada por logradouros","Total do município"
"SC","Águas Mornas","88150-000","88159-999","Codificado por logradouros","Total do município"
"SC","Águas Mornas","88150-001","88155-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Alfredo Wagner","88450-000","88459-999","Não codificada por logradouros","Total do município"
"SC","Alto Bela Vista","89730-000","89734-999","Não codificada por logradouros","Total do município"
"SC","Anchieta","89970-000","89979-999","Não codificada por logradouros","Total do município"
"SC","Angelina","88460-000","88469-999","Não codificada por logradouros","Total do município"
"SC","Anita Garibaldi","88590-000","88597-999","Não codificada por logradouros","Total do município"
"SC","Anitápolis","88475-000","88484-999","Não codificada por logradouros","Total do município"
"SC","Antônio Carlos","88180-000","88189-999","Codificado por logradouros","Total do município"
"SC","Antônio Carlos","88180-001","88189-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Apiúna","89135-000","89135-999","Não codificada por logradouros","Total do município"
"SC","Arabutã","89740-000","89744-999","Não codificada por logradouros","Total do município"
"SC","Araquari","89245-000","89246-999","Não codificada por logradouros","Total do município"
"SC","Araranguá","88900-001","88913-999","Codificado por logradouros","Total do município"
"SC","Araranguá","88900-001","88913-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Armazém","88740-000","88744-999","Não codificada por logradouros","Total do município"
"SC","Arroio Trinta","89590-000","89594-999","Não codificada por logradouros","Total do município"
"SC","Arvoredo","89778-000","89779-999","Não codificada por logradouros","Total do município"
"SC","Ascurra","89138-000","89139-999","Não codificada por logradouros","Total do município"
"SC","Atalanta","88410-000","88419-999","Não codificada por logradouros","Total do município"
"SC","Aurora","89186-000","89187-999","Não codificada por logradouros","Total do município"
"SC","Balneário Arroio do Silva","88914-000","88914-999","Não codificada por logradouros","Total do município"
"SC","Balneário Barra do Sul","89247-000","89247-999","Não codificada por logradouros","Total do município"
"SC","Balneário Camboriú","88330-001","88339-999","Codificado por logradouros","Total do município"
"SC","Balneário Camboriú","88330-001","88339-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Balneário Gaivota","88955-000","88959-999","Não codificada por logradouros","Total do município"
"SC","Balneário Piçarras","88380-000","88384-999","Não codificada por logradouros","Total do município"
"SC","Balneário Rincão","88836-000","88836-999","Não codificada por logradouros","Total do município"
"SC","Bandeirante","89905-000","89905-999","Não codificada por logradouros","Total do município"
"SC","Barra Bonita","89909-000","89909-999","Não codificada por logradouros","Total do município"
"SC","Barra Velha","88390-000","88394-999","Não codificada por logradouros","Total do município"
"SC","Bela Vista do Toldo","89478-000","89479-999","Não codificada por logradouros","Total do município"
"SC","Belmonte","89925-000","89929-999","Não codificada por logradouros","Total do município"
"SC","Benedito Novo","89124-000","89125-999","Não codificada por logradouros","Total do município"
"SC","Biguaçu","88160-001","88179-999","Codificado por logradouros","Total do município"
"SC","Biguaçu","88160-001","88169-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Blumenau","89000-001","89079-999","Codificado por logradouros","Total do município"
"SC","Blumenau","89000-001","89079-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Bocaina do Sul","88538-000","88539-999","Não codificada por logradouros","Total do município"
"SC","Bom Jardim da Serra","88640-000","88649-999","Não codificada por logradouros","Total do município"
"SC","Bom Jesus","89824-000","89824-999","Não codificada por logradouros","Total do município"
"SC","Bom Jesus do Oeste","89873-000","89873-999","Não codificada por logradouros","Total do município"
"SC","Bom Retiro","88680-000","88699-999","Não codificada por logradouros","Total do município"
"SC","Bombinhas","88215-000","88219-999","Não codificada por logradouros","Total do município"
"SC","Botuverá","88295-000","88299-999","Não codificada por logradouros","Total do município"
"SC","Braço do Norte","88750-000","88759-999","Não codificada por logradouros","Total do município"
"SC","Braço do Trombudo","89178-000","89179-999","Não codificada por logradouros","Total do município"
"SC","Brunópolis","89634-000","89635-999","Não codificada por logradouros","Total do município"
"SC","Brusque","88350-001","88359-999","Codificado por logradouros","Total do município"
"SC","Brusque","88350-001","88359-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Caçador","89500-001","89514-999","Codificado por logradouros","Total do município"
"SC","Caçador","89500-001","89514-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Caibi","89888-000","89889-999","Não codificada por logradouros","Total do município"
"SC","Calmon","89430-000","89439-999","Não codificada por logradouros","Total do município"
"SC","Camboriú","88340-001","88349-999","Codificado por logradouros","Total do município"
"SC","Camboriú","88340-001","88349-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Campo Alegre","89294-000","89294-999","Não codificada por logradouros","Total do município"
"SC","Campo Belo do Sul","88580-000","88584-999","Não codificada por logradouros","Total do município"
"SC","Campo Erê","89980-000","89980-999","Não codificada por logradouros","Total do município"
"SC","Campos Novos","89620-000","89632-999","Não codificada por logradouros","Total do município"
"SC","Canelinha","88230-000","88239-999","Não codificada por logradouros","Total do município"
"SC","Canoinhas","89460-001","89477-999","Codificado por logradouros","Total do município"
"SC","Canoinhas","89460-001","89477-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Capão Alto","88548-000","88549-999","Não codificada por logradouros","Total do município"
"SC","Capinzal","89665-000","89666-999","Não codificada por logradouros","Total do município"
"SC","Capivari de Baixo","88745-000","88749-999","Não codificada por logradouros","Total do município"
"SC","Catanduvas","89670-000","89674-999","Não codificada por logradouros","Total do município"
"SC","Caxambu do Sul","89880-000","89881-999","Não codificada por logradouros","Total do município"
"SC","Celso Ramos","88598-000","88599-999","Não codificada por logradouros","Total do município"
"SC","Cerro Negro","88585-000","88589-999","Não codificada por logradouros","Total do município"
"SC","Chapadão do Lageado","88407-000","88409-999","Não codificada por logradouros","Total do município"
"SC","Chapecó","89800-001","89816-999","Codificado por logradouros","Total do município"
"SC","Chapecó","89800-001","89816-199","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Cocal do Sul","88845-000","88849-999","Não codificada por logradouros","Total do município"
"SC","Concórdia","89700-001","89729-999","Codificado por logradouros","Total do município"
"SC","Concórdia","89700-001","89715-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Cordilheira Alta","89819-000","89819-999","Não codificada por logradouros","Total do município"
"SC","Coronel Freitas","89840-000","89842-999","Não codificada por logradouros","Total do município"
"SC","Coronel Martins","89837-000","89837-999","Não codificada por logradouros","Total do município"
"SC","Correia Pinto","88535-000","88537-999","Não codificada por logradouros","Total do município"
"SC","Corupá","89278-000","89278-000","Codificado por logradouros","Total do município"
"SC","Corupá","89390-000","89393-999","Codificado por logradouros","Total do município"
"SC","Corupá","89390-001","89393-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Criciúma","88800-001","88819-999","Codificado por logradouros","Total do município"
"SC","Criciúma","88800-001","88819-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Cunha Porã","89890-000","89890-999","Não codificada por logradouros","Total do município"
"SC","Cunhataí","89886-000","89886-999","Não codificada por logradouros","Total do município"
"SC","Curitibanos","89520-000","89529-999","Não codificada por logradouros","Total do município"
"SC","Descanso","89910-000","89914-999","Não codificada por logradouros","Total do município"
"SC","Dionísio Cerqueira","89950-000","89969-999","Não codificada por logradouros","Total do município"
"SC","Dona Emma","89155-000","89156-999","Não codificada por logradouros","Total do município"
"SC","Doutor Pedrinho","89126-000","89127-999","Não codificada por logradouros","Total do município"
"SC","Entre Rios","89862-000","89864-999","Não codificada por logradouros","Total do município"
"SC","Ermo","88935-000","88939-999","Não codificada por logradouros","Total do município"
"SC","Erval Velho","89613-000","89617-999","Não codificada por logradouros","Total do município"
"SC","Faxinal dos Guedes","89694-000","89699-999","Não codificada por logradouros","Total do município"
"SC","Flor do Sertão","89878-000","89878-999","Não codificada por logradouros","Total do município"
"SC","Florianópolis","88000-001","88099-999","Codificado por logradouros","Total do município"
"SC","Florianópolis","88000-001","88099-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Formosa do Sul","89859-000","89859-999","Não codificada por logradouros","Total do município"
"SC","Forquilhinha","88850-000","88859-999","Não codificada por logradouros","Total do município"
"SC","Fraiburgo","89580-000","89589-999","Codificado por logradouros","Total do município"
"SC","Fraiburgo","89580-001","89587-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Frei Rogério","89530-000","89532-999","Não codificada por logradouros","Total do município"
"SC","Galvão","89838-000","89838-999","Não codificada por logradouros","Total do município"
"SC","Garopaba","88495-000","88499-999","Não codificada por logradouros","Total do município"
"SC","Garuva","89248-000","89248-999","Não codificada por logradouros","Total do município"
"SC","Gaspar","89110-001","89119-999","Codificado por logradouros","Total do município"
"SC","Gaspar","89110-001","89119-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Governador Celso Ramos","88190-000","88199-999","Codificado por logradouros","Total do município"
"SC","Governador Celso Ramos","88190-001","88197-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Grão Pará","88890-000","88899-999","Não codificada por logradouros","Total do município"
"SC","Gravatal","88735-000","88739-999","Não codificada por logradouros","Total do município"
"SC","Guabiruba","88360-000","88369-999","Não codificada por logradouros","Total do município"
"SC","Guaraciaba","89920-000","89924-999","Não codificada por logradouros","Total do município"
"SC","Guaramirim","89270-000","89274-999","Codificado por logradouros","Total do município"
"SC","Guaramirim","89275-001","89277-999","Codificado por logradouros","Total do município"
"SC","Guaramirim","89279-000","89279-999","Codificado por logradouros","Total do município"
"SC","Guaramirim","89270-001","89274-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Guaramirim","89275-001","89277-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Guarujá do Sul","89940-000","89949-999","Não codificada por logradouros","Total do município"
"SC","Guatambú","89817-000","89817-999","Não codificada por logradouros","Total do município"
"SC","Herval D'Oeste","89610-000","89612-999","Não codificada por logradouros","Total do município"
"SC","Ibiam","89652-000","89653-999","Não codificada por logradouros","Total do município"
"SC","Ibicaré","89640-000","89641-999","Não codificada por logradouros","Total do município"
"SC","Ibirama","89140-000","89144-999","Não codificada por logradouros","Total do município"
"SC","Içara","88820-000","88835-999","Codificado por logradouros","Total do município"
"SC","Içara","88820-001","88835-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Ilhota","88320-000","88329-999","Codificado por logradouros","Total do município"
"SC","Ilhota","88320-001","88327-899","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Imaruí","88770-000","88779-999","Não codificada por logradouros","Total do município"
"SC","Imbituba","88780-000","88789-999","Não codificada por logradouros","Total do município"
"SC","Imbuia","88440-000","88442-999","Não codificada por logradouros","Total do município"
"SC","Indaial","89080-001","89089-999","Codificado por logradouros","Total do município"
"SC","Indaial","89080-001","89089-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Iomerê","89558-000","89559-999","Não codificada por logradouros","Total do município"
"SC","Ipira","89669-000","89669-999","Não codificada por logradouros","Total do município"
"SC","Iporã do Oeste","89899-000","89899-999","Não codificada por logradouros","Total do município"
"SC","Ipuaçu","89832-000","89833-999","Não codificada por logradouros","Total do município"
"SC","Ipumirim","89790-000","89799-999","Não codificada por logradouros","Total do município"
"SC","Iraceminha","89891-000","89892-999","Não codificada por logradouros","Total do município"
"SC","Irani","89680-000","89682-999","Não codificada por logradouros","Total do município"
"SC","Irati","89856-000","89858-999","Não codificada por logradouros","Total do município"
"SC","Irineópolis","89440-000","89459-999","Não codificada por logradouros","Total do município"
"SC","Itá","89760-000","89764-999","Não codificada por logradouros","Total do município"
"SC","Itaiópolis","89340-000","89354-999","Não codificada por logradouros","Total do município"
"SC","Itajaí","88300-001","88319-999","Codificado por logradouros","Total do município"
"SC","Itajaí","88300-001","88319-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Itapema","88220-000","88229-999","Não codificada por logradouros","Total do município"
"SC","Itapiranga","89896-000","89896-999","Não codificada por logradouros","Total do município"
"SC","Itapoá","89360-000","89369-999","Codificado por logradouros","Total do município"
"SC","Itapoá","89360-001","89369-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Ituporanga","88400-000","88406-999","Não codificada por logradouros","Total do município"
"SC","Jaborá","89677-000","89679-999","Não codificada por logradouros","Total do município"
"SC","Jacinto Machado","88950-000","88954-999","Não codificada por logradouros","Total do município"
"SC","Jaguaruna","88715-000","88716-999","Não codificada por logradouros","Total do município"
"SC","Jaraguá do Sul","89250-001","89269-999","Codificado por logradouros","Total do município"
"SC","Jaraguá do Sul","89250-001","89269-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Jardinópolis","89848-000","89849-999","Não codificada por logradouros","Total do município"
"SC","Joaçaba","89600-000","89608-999","Não codificada por logradouros","Total do município"
"SC","Joinville","89200-001","89239-999","Codificado por logradouros","Total do município"
"SC","Joinville","89200-001","89239-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","José Boiteux","89145-000","89147-999","Não codificada por logradouros","Total do município"
"SC","Jupiá","89839-000","89839-999","Não codificada por logradouros","Total do município"
"SC","Lacerdópolis","89660-000","89662-999","Não codificada por logradouros","Total do município"
"SC","Lages","88500-001","88534-999","Codificado por logradouros","Total do município"
"SC","Lages","88500-001","88531-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Laguna","88790-000","88797-999","Não codificada por logradouros","Total do município"
"SC","Lajeado Grande","89828-000","89829-999","Não codificada por logradouros","Total do município"
"SC","Laurentino","89170-000","89171-999","Não codificada por logradouros","Total do município"
"SC","Lauro Müller","88880-000","88889-999","Não codificada por logradouros","Total do município"
"SC","Lebon Régis","89515-000","89517-999","Não codificada por logradouros","Total do município"
"SC","Leoberto Leal","88445-000","88449-999","Não codificada por logradouros","Total do município"
"SC","Lindóia do Sul","89735-000","89739-999","Não codificada por logradouros","Total do município"
"SC","Lontras","89182-000","89183-999","Não codificada por logradouros","Total do município"
"SC","Luiz Alves","89128-000","89133-999","Codificado por logradouros","Total do município"
"SC","Luiz Alves","89128-001","89132-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Luzerna","89609-000","89609-999","Não codificada por logradouros","Total do município"
"SC","Macieira","89518-000","89519-999","Não codificada por logradouros","Total do município"
"SC","Mafra","89300-001","89329-999","Codificado por logradouros","Total do município"
"SC","Mafra","89300-001","89309-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Major Gercino","88260-000","88269-999","Não codificada por logradouros","Total do município"
"SC","Major Vieira","89480-000","89489-999","Não codificada por logradouros","Total do município"
"SC","Maracajá","88915-000","88919-999","Não codificada por logradouros","Total do município"
"SC","Maravilha","89874-000","89874-999","Não codificada por logradouros","Total do município"
"SC","Marema","89860-000","89861-999","Não codificada por logradouros","Total do município"
"SC","Massaranduba","89108-000","89108-000","Codificado por logradouros","Total do município"
"SC","Massaranduba","89380-001","89383-999","Codificado por logradouros","Total do município"
"SC","Massaranduba","89380-001","89383-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Matos Costa","89420-000","89429-999","Não codificada por logradouros","Total do município"
"SC","Meleiro","88920-000","88924-999","Não codificada por logradouros","Total do município"
"SC","Mirim Doce","89194-000","89195-999","Não codificada por logradouros","Total do município"
"SC","Modelo","89872-000","89872-999","Não codificada por logradouros","Total do município"
"SC","Mondaí","89893-000","89894-999","Não codificada por logradouros","Total do município"
"SC","Monte Carlo","89618-000","89619-999","Não codificada por logradouros","Total do município"
"SC","Monte Castelo","89394-000","89399-999","Não codificada por logradouros","Total do município"
"SC","Morro da Fumaça","88837-000","88839-999","Não codificada por logradouros","Total do município"
"SC","Morro Grande","88925-000","88929-999","Não codificada por logradouros","Total do município"
"SC","Navegantes","88370-001","88379-999","Codificado por logradouros","Total do município"
"SC","Navegantes","88370-001","88379-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Nova Erechim","89865-000","89867-999","Não codificada por logradouros","Total do município"
"SC","Nova Itaberaba","89818-000","89818-999","Não codificada por logradouros","Total do município"
"SC","Nova Trento","88270-000","88294-999","Não codificada por logradouros","Total do município"
"SC","Nova Veneza","88865-000","88869-999","Não codificada por logradouros","Total do município"
"SC","Novo Horizonte","89998-000","89999-999","Não codificada por logradouros","Total do município"
"SC","Orleans","88870-000","88879-999","Não codificada por logradouros","Total do município"
"SC","Otacílio Costa","88540-000","88542-999","Não codificada por logradouros","Total do município"
"SC","Ouro","89663-000","89664-999","Não codificada por logradouros","Total do município"
"SC","Ouro Verde","89834-000","89834-999","Não codificada por logradouros","Total do município"
"SC","Paial","89765-000","89769-999","Não codificada por logradouros","Total do município"
"SC","Painel","88543-000","88544-999","Não codificada por logradouros","Total do município"
"SC","Palhoça","88130-001","88139-999","Codificado por logradouros","Total do município"
"SC","Palhoça","88130-001","88139-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Palma Sola","89985-000","89989-999","Não codificada por logradouros","Total do município"
"SC","Palmeira","88545-000","88547-999","Não codificada por logradouros","Total do município"
"SC","Palmitos","89887-000","89887-999","Não codificada por logradouros","Total do município"
"SC","Papanduva","89370-000","89379-999","Não codificada por logradouros","Total do município"
"SC","Paraíso","89906-000","89907-999","Não codificada por logradouros","Total do município"
"SC","Passo de Torres","88980-000","88989-999","Não codificada por logradouros","Total do município"
"SC","Passos Maia","89687-000","89689-999","Não codificada por logradouros","Total do município"
"SC","Paulo Lopes","88490-000","88494-999","Não codificada por logradouros","Total do município"
"SC","Pedras Grandes","88720-000","88729-999","Não codificada por logradouros","Total do município"
"SC","Penha","88385-000","88389-999","Não codificada por logradouros","Total do município"
"SC","Peritiba","89750-000","89759-999","Não codificada por logradouros","Total do município"
"SC","Pescaria Brava","88798-000","88799-999","Não codificada por logradouros","Total do município"
"SC","Petrolândia","88430-000","88439-999","Não codificada por logradouros","Total do município"
"SC","Pinhalzinho","89870-000","89870-999","Não codificada por logradouros","Total do município"
"SC","Pinheiro Preto","89570-000","89579-999","Não codificada por logradouros","Total do município"
"SC","Piratuba","89667-000","89668-999","Não codificada por logradouros","Total do município"
"SC","Planalto Alegre","89882-000","89882-999","Não codificada por logradouros","Total do município"
"SC","Pomerode","89107-000","89107-999","Em codificação por logradouros","Total do município"
"SC","Pomerode","89355-000","89359-999","Em codificação por logradouros","Total do município"
"SC","Pomerode","89355-001","89358-999","Em codificação por logradouros","Exclusiva da sede urbana"
"SC","Ponte Alta","88550-000","88569-999","Não codificada por logradouros","Total do município"
"SC","Ponte Alta do Norte","89535-000","89539-999","Não codificada por logradouros","Total do município"
"SC","Ponte Serrada","89683-000","89686-999","Não codificada por logradouros","Total do município"
"SC","Porto Belo","88210-000","88214-999","Em codificação por logradouros","Total do município"
"SC","Porto Belo","88210-001","88213-999","Em codificação por logradouros","Exclusiva da sede urbana"
"SC","Porto União","89400-000","89419-999","Não codificada por logradouros","Total do município"
"SC","Pouso Redondo","89172-000","89175-999","Não codificada por logradouros","Total do município"
"SC","Praia Grande","88990-000","88999-999","Não codificada por logradouros","Total do município"
"SC","Presidente Castello Branco","89745-000","89749-999","Não codificada por logradouros","Total do município"
"SC","Presidente Getúlio","89150-000","89154-999","Não codificada por logradouros","Total do município"
"SC","Presidente Nereu","89184-000","89185-999","Não codificada por logradouros","Total do município"
"SC","Princesa","89935-000","89939-999","Não codificada por logradouros","Total do município"
"SC","Quilombo","89850-000","89853-999","Não codificada por logradouros","Total do município"
"SC","Rancho Queimado","88470-000","88474-999","Não codificada por logradouros","Total do município"
"SC","Rio das Antas","89550-000","89557-999","Não codificada por logradouros","Total do município"
"SC","Rio do Campo","89198-000","89198-999","Não codificada por logradouros","Total do município"
"SC","Rio do Oeste","89180-000","89181-999","Não codificada por logradouros","Total do município"
"SC","Rio do Sul","89160-001","89169-999","Codificado por logradouros","Total do município"
"SC","Rio do Sul","89160-001","89169-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Rio dos Cedros","89121-000","89123-999","Não codificada por logradouros","Total do município"
"SC","Rio Fortuna","88760-000","88762-999","Não codificada por logradouros","Total do município"
"SC","Rio Negrinho","89295-000","89299-999","Codificado por logradouros","Total do município"
"SC","Rio Negrinho","89295-001","89299-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Rio Rufino","88658-000","88679-999","Não codificada por logradouros","Total do município"
"SC","Riqueza","89895-000","89895-999","Não codificada por logradouros","Total do município"
"SC","Rodeio","89136-000","89137-999","Não codificada por logradouros","Total do município"
"SC","Romelândia","89908-000","89908-999","Não codificada por logradouros","Total do município"
"SC","Salete","89196-000","89197-999","Não codificada por logradouros","Total do município"
"SC","Saltinho","89981-000","89981-999","Não codificada por logradouros","Total do município"
"SC","Salto Veloso","89595-000","89599-999","Não codificada por logradouros","Total do município"
"SC","Sangão","88717-000","88719-999","Não codificada por logradouros","Total do município"
"SC","Santa Cecília","89540-000","89544-999","Não codificada por logradouros","Total do município"
"SC","Santa Helena","89915-000","89919-999","Não codificada por logradouros","Total do município"
"SC","Santa Rosa de Lima","88763-000","88764-999","Não codificada por logradouros","Total do município"
"SC","Santa Rosa do Sul","88965-000","88969-999","Não codificada por logradouros","Total do município"
"SC","Santa Terezinha","89199-000","89199-999","Não codificada por logradouros","Total do município"
"SC","Santa Terezinha do Progresso","89983-000","89984-999","Não codificada por logradouros","Total do município"
"SC","Santiago do Sul","89854-000","89854-999","Não codificada por logradouros","Total do município"
"SC","Santo Amaro da Imperatriz","88140-000","88149-999","Codificado por logradouros","Total do município"
"SC","Santo Amaro da Imperatriz","88140-001","88146-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","São Bento do Sul","89280-001","89293-999","Codificado por logradouros","Total do município"
"SC","São Bento do Sul","89280-001","89293-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","São Bernardino","89982-000","89982-999","Não codificada por logradouros","Total do município"
"SC","São Bonifácio","88485-000","88489-999","Não codificada por logradouros","Total do município"
"SC","São Carlos","89885-000","89885-999","Não codificada por logradouros","Total do município"
"SC","São Cristóvão do Sul","89533-000","89534-999","Não codificada por logradouros","Total do município"
"SC","São Domingos","89835-000","89836-999","Não codificada por logradouros","Total do município"
"SC","São Francisco do Sul","89240-000","89244-999","Codificado por logradouros","Total do município"
"SC","São Francisco do Sul","89330-000","89339-999","Codificado por logradouros","Total do município"
"SC","São Francisco do Sul","89330-001","89337-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","São João Batista","88240-000","88259-999","Não codificada por logradouros","Total do município"
"SC","São João do Itaperiú","88395-000","88399-999","Não codificada por logradouros","Total do município"
"SC","São João do Oeste","89897-000","89897-999","Não codificada por logradouros","Total do município"
"SC","São João do Sul","88970-000","88979-999","Não codificada por logradouros","Total do município"
"SC","São Joaquim","88600-000","88624-999","Não codificada por logradouros","Total do município"
"SC","São José","88100-001","88124-999","Codificado por logradouros","Total do município"
"SC","São José","88100-001","88123-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","São José do Cedro","89930-000","89934-999","Não codificada por logradouros","Total do município"
"SC","São José do Cerrito","88570-000","88579-999","Não codificada por logradouros","Total do município"
"SC","São Lourenço do Oeste","89990-000","89997-999","Não codificada por logradouros","Total do município"
"SC","São Ludgero","88730-000","88734-999","Não codificada por logradouros","Total do município"
"SC","São Martinho","88765-000","88769-999","Não codificada por logradouros","Total do município"
"SC","São Miguel da Boa Vista","89879-000","89879-999","Não codificada por logradouros","Total do município"
"SC","São Miguel do Oeste","89900-000","89904-999","Não codificada por logradouros","Total do município"
"SC","São Pedro de Alcântara","88125-000","88129-999","Não codificada por logradouros","Total do município"
"SC","Saudades","89868-000","89869-999","Não codificada por logradouros","Total do município"
"SC","Schroeder","89275-000","89275-000","Codificado por logradouros","Total do município"
"SC","Schroeder","89384-001","89389-999","Codificado por logradouros","Total do município"
"SC","Schroeder","89384-001","89388-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Seara","89770-000","89777-999","Não codificada por logradouros","Total do município"
"SC","Serra Alta","89871-000","89871-999","Não codificada por logradouros","Total do município"
"SC","Siderópolis","88860-000","88861-999","Não codificada por logradouros","Total do município"
"SC","Sombrio","88960-000","88964-999","Não codificada por logradouros","Total do município"
"SC","Sul Brasil","89855-000","89855-999","Não codificada por logradouros","Total do município"
"SC","Taió","89190-000","89193-999","Não codificada por logradouros","Total do município"
"SC","Tangará","89642-000","89649-999","Não codificada por logradouros","Total do município"
"SC","Tigrinhos","89875-000","89877-999","Não codificada por logradouros","Total do município"
"SC","Tijucas","88200-000","88209-999","Codificado por logradouros","Total do município"
"SC","Tijucas","88200-001","88207-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Timbé do Sul","88940-000","88949-999","Não codificada por logradouros","Total do município"
"SC","Timbó","89090-000","89099-999","Codificado por logradouros","Total do município"
"SC","Timbó","89120-000","89120-999","Codificado por logradouros","Total do município"
"SC","Timbó","89090-001","89099-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Timbó Grande","89545-000","89549-999","Não codificada por logradouros","Total do município"
"SC","Três Barras","89490-000","89499-999","Não codificada por logradouros","Total do município"
"SC","Treviso","88862-000","88864-999","Não codificada por logradouros","Total do município"
"SC","Treze de Maio","88710-000","88714-999","Não codificada por logradouros","Total do município"
"SC","Treze Tílias","89650-000","89651-999","Não codificada por logradouros","Total do município"
"SC","Trombudo Central","89176-000","89177-999","Não codificada por logradouros","Total do município"
"SC","Tubarão","88700-001","88709-999","Codificado por logradouros","Total do município"
"SC","Tubarão","88700-001","88709-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Tunápolis","89898-000","89898-999","Não codificada por logradouros","Total do município"
"SC","Turvo","88930-000","88934-999","Não codificada por logradouros","Total do município"
"SC","União do Oeste","89845-000","89847-999","Não codificada por logradouros","Total do município"
"SC","Urubici","88650-000","88657-999","Não codificada por logradouros","Total do município"
"SC","Urupema","88625-000","88639-999","Não codificada por logradouros","Total do município"
"SC","Urussanga","88840-000","88844-999","Não codificada por logradouros","Total do município"
"SC","Vargeão","89690-000","89693-999","Não codificada por logradouros","Total do município"
"SC","Vargem","89638-000","89639-999","Não codificada por logradouros","Total do município"
"SC","Vargem Bonita","89675-000","89676-999","Não codificada por logradouros","Total do município"
"SC","Vidal Ramos","88443-000","88444-999","Não codificada por logradouros","Total do município"
"SC","Videira","89560-001","89569-999","Codificado por logradouros","Total do município"
"SC","Videira","89560-001","89567-999","Codificada por logradouros","Exclusiva da sede urbana"
"SC","Vitor Meireles","89148-000","89149-999","Não codificada por logradouros","Total do município"
"SC","Witmarsum","89157-000","89159-999","Não codificada por logradouros","Total do município"
"SC","Xanxerê","89820-000","89823-999","Não codificada por logradouros","Total do município"
"SC","Xavantina","89780-000","89789-999","Não codificada por logradouros","Total do município"
"SC","Xaxim","89825-000","89827-999","Não codificada por logradouros","Total do município"
"SC","Zortéa","89633-000","89633-999","Não codificada por logradouros","Total do município"
"SP","Adamantina","17800-000","17809-999","Codificado por logradouros","Total do município"
"SP","Adamantina","17800-001","17809-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Adolfo","15230-000","15239-999","Codificado por logradouros","Total do município"
"SP","Adolfo","15230-001","15239-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Aguaí","13860-001","13869-999","Codificado por logradouros","Total do município"
"SP","Aguaí","13860-001","13869-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Águas da Prata","13890-000","13899-999","Codificado por logradouros","Total do município"
"SP","Águas da Prata","13890-001","13894-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Águas da Prata","13895-001","13899-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Águas de Lindóia","13940-000","13949-999","Codificado por logradouros","Total do município"
"SP","Águas de Lindóia","13940-001","13949-999","Codificada por logradouros","Exclusiva da sede urbana"
"SP","Águas de Santa Bárbara","18770-000","18774-999","Codificado por logradouros","Total do município"
