uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
GO,Montividiu,75915-000,75919-999,Não codificada por logradouros,Total do município
GO,Montividiu do Norte,76465-000,76469-999,Codificado por logradouros,Total do município
GO,Montividiu do Norte,76465-001,76468-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Morrinhos,75650-000,75659-999,Codificado por logradouros,Total do município
GO,Morrinhos,75650-001,75658-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Morro Agudo de Goiás,76355-000,76359-999,Codificado por logradouros,Total do município
GO,Morro Agudo de Goiás,76355-001,76358-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Mossâmedes,76150-000,76151-999,Não codificada por logradouros,Total do município
GO,Mozarlândia,76700-000,76709-999,Codificado por logradouros,Total do município
GO,Mozarlândia,76700-001,76703-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Mundo Novo,76530-000,76539-999,Não codificada por logradouros,Total do município
GO,Mutunópolis,76540-000,76549-999,Codificado por logradouros,Total do município
GO,Mutunópolis,76540-001,76543-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Nazário,76180-000,76189-999,Não codificada por logradouros,Total do município
GO,Nerópolis,75460-000,75469-999,Codificado por logradouros,Total do município
GO,Nerópolis,75460-001,75469-499,Codificada por logradouros,Exclusiva da sede urbana
GO,Niquelândia,76420-000,76439-999,Não codificada por logradouros,Total do município
GO,Nova América,76345-000,76349-999,Em codificação por logradouros,Total do município
GO,Nova América,76345-001,76348-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Nova Aurora,75750-000,75759-999,Em codificação por logradouros,Total do município
GO,Nova Aurora,75750-001,75753-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Nova Crixás,76520-000,76524-999,Não codificada por logradouros,Total do município
GO,Nova Glória,76305-000,76309-999,Codificado por logradouros,Total do município
GO,Nova Glória,76305-001,76308-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Nova Iguaçu de Goiás,76495-000,76499-999,Não codificada por logradouros,Total do município
GO,Nova Roma,73820-000,73824-999,Não codificada por logradouros,Total do município
GO,Nova Veneza,75470-000,75479-999,Não codificada por logradouros,Total do município
GO,Novo Brasil,76285-000,76289-999,Não codificada por logradouros,Total do município
GO,Novo Gama,72860-000,72869-999,Codificado por logradouros,Total do município
GO,Novo Gama,72860-001,72869-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Novo Planalto,76580-000,76589-999,Não codificada por logradouros,Total do município
GO,Orizona,75280-000,75289-999,Codificado por logradouros,Total do município
GO,Orizona,75280-001,75283-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Ouro Verde de Goiás,75165-000,75169-999,Não codificada por logradouros,Total do município
GO,Ouvidor,75715-000,75719-999,Em codificação por logradouros,Total do município
GO,Ouvidor,75715-001,75719-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Padre Bernardo,73700-000,73729-999,Não codificada por logradouros,Total do município
GO,Palestina de Goiás,75845-000,75849-999,Em codificação por logradouros,Total do município
GO,Palestina de Goiás,75845-001,75848-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Palmeiras de Goiás,76190-000,76194-999,Codificado por logradouros,Total do município
GO,Palmeiras de Goiás,76190-001,76193-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Palmelo,75210-000,75214-999,Em codificação por logradouros,Total do município
GO,Palmelo,75210-001,75213-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Palminópolis,75990-000,75999-999,Não codificada por logradouros,Total do município
GO,Panamá,75580-000,75599-999,Não codificada por logradouros,Total do município
GO,Paranaiguara,75880-000,75889-999,Não codificada por logradouros,Total do município
GO,Paraúna,75980-000,75984-999,Em codificação por logradouros,Total do município
GO,Paraúna,75980-001,75983-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Perolândia,75823-000,75824-999,Não codificada por logradouros,Total do município
GO,Petrolina de Goiás,75480-000,75489-999,Em codificação por logradouros,Total do município
GO,Petrolina de Goiás,75480-001,75484-499,Em codificação por logradouros,Exclusiva da sede urbana
GO,Pilar de Goiás,76372-000,76372-999,Não codificada por logradouros,Total do município
GO,Piracanjuba,75640-000,75644-999,Codificado por logradouros,Total do município
GO,Piracanjuba,75640-001,75644-499,Codificada por logradouros,Exclusiva da sede urbana
GO,Piranhas,76230-000,76234-999,Codificado por logradouros,Total do município
GO,Piranhas,76230-001,76233-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Pirenópolis,72980-000,72989-999,Codificado por logradouros,Total do município
GO,Pirenópolis,72980-001,72988-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Pires do Rio,75200-000,75209-999,Não codificada por logradouros,Total do município
GO,Planaltina,73750-000,73759-999,Codificado por logradouros,Total do município
GO,Planaltina,73750-001,73757-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Pontalina,75620-000,75629-999,Não codificada por logradouros,Total do município
GO,Porangatu,76550-000,76559-999,Codificado por logradouros,Total do município
GO,Porangatu,76550-001,76558-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Porteirão,75608-000,75609-999,Em codificação por logradouros,Total do município
GO,Porteirão,75608-001,75609-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Portelândia,75843-000,75844-999,Não codificada por logradouros,Total do município
GO,Posse,73900-000,73909-999,Codificado por logradouros,Total do município
GO,Posse,73900-001,73906-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Posse,73907-001,73908-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Professor Jamil,75645-000,75649-999,Em codificação por logradouros,Total do município
GO,Professor Jamil,75645-001,75648-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Quirinópolis,75860-000,75864-999,Codificado por logradouros,Total do município
GO,Quirinópolis,75860-001,75863-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Rialma,76310-000,76314-999,Não codificada por logradouros,Total do município
GO,Rianápolis,76315-000,76319-999,Não codificada por logradouros,Total do município
GO,Rio Quente,75667-000,75669-999,Em codificação por logradouros,Total do município
GO,Rio Quente,75667-001,75669-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Rio Verde,75900-000,75914-999,Codificado por logradouros,Total do município
GO,Rio Verde,75900-001,75913-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Rubiataba,76350-000,76354-999,Codificado por logradouros,Total do município
GO,Rubiataba,76350-001,76351-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Rubiataba,76352-001,76353-999,Codificada por logradouros,Exclusiva da sede urbana
GO,Sanclerlândia,76160-000,76164-999,Não codificada por logradouros,Total do município
GO,Santa Bárbara de Goiás,75398-000,75399-999,Não codificada por logradouros,Total do município
GO,Santa Cruz de Goiás,75220-000,75224-999,Em codificação por logradouros,Total do município
GO,Santa Cruz de Goiás,75220-001,75223-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Santa Fé de Goiás,76265-000,76269-999,Não codificada por logradouros,Total do município
GO,Santa Helena de Goiás,75920-000,75924-999,Não codificada por logradouros,Total do município
GO,Santa Isabel,76320-000,76320-000,Em codificação por logradouros,Total do município
GO,Santa Isabel,76330-001,76334-999,Em codificação por logradouros,Total do município
GO,Santa Isabel,76330-001,76333-999,Em codificação por logradouros,Exclusiva da sede urbana
GO,Santa Rita do Araguaia,75840-000,75842-999,Não codificada por logradouros,Total do município
GO,Santa Rita do Novo Destino,76395-000,76399-999,Não codificada por logradouros,Total do município
GO,Santa Rosa de Goiás,75455-000,75459-999,Não codificada por logradouros,Total do município
GO,Santa Tereza de Goiás,76480-000,76484-999,Não codificada por logradouros,Total do município
GO,Santa Terezinha de Goiás,76500-000,76509-999,Não codificada por logradouros,Total do município
GO,Santo Antônio da Barra,75935-000,75939-999,Não codificada por logradouros,Total do município
GO,Santo Antônio de Goiás,75375-000,75379-999,Não codificada por logradouros,Total do município
GO,Santo Antônio do Descoberto,72900-000,72909-999,Codificado por logradouros,Total do município
GO,Santo Antônio do Descoberto,72900-001,72908-999,Codificada por logradouros,Exclusiva da sede urbana
GO,São Domingos,73860-000,73864-999,Não codificada por logradouros,Total do município
GO,São Francisco de Goiás,75490-000,75494-999,Não codificada por logradouros,Total do município
GO,São João da Paraúna,75985-000,75989-999,Não codificada por logradouros,Total do município
GO,São João D'Aliança,73760-000,73769-999,Não codificada por logradouros,Total do município
GO,São Luís de Montes Belos,76050-000,76059-999,Codificado por logradouros,Total do município
