uf,localidade,faixa_inicio,faixa_fim,situacao,tipo_faixa
PB,Paulista,58860-000,58864-999,Não codificada por logradouros,Total do município
PB,Pedra Branca,58790-000,58794-999,Não codificada por logradouros,Total do município
PB,Pedra Lavrada,58180-000,58183-999,Não codificada por logradouros,Total do município
PB,Pedras de Fogo,58328-000,58329-999,Não codificada por logradouros,Total do município
PB,Pedro Régis,58273-000,58274-999,Não codificada por logradouros,Total do município
PB,Piancó,58765-000,58769-999,Não codificada por logradouros,Total do município
PB,Picuí,58187-000,58187-999,Não codificada por logradouros,Total do município
PB,Pilar,58338-000,58338-999,Não codificada por logradouros,Total do município
PB,Pilões,58393-000,58393-999,Não codificada por logradouros,Total do município
PB,Pilõezinhos,58210-000,58212-999,Não codificada por logradouros,Total do município
PB,Pirpirituba,58213-000,58219-999,Não codificada por logradouros,Total do município
PB,Pitimbu,58324-000,58325-999,Não codificada por logradouros,Total do município
PB,Pocinhos,58150-000,58154-999,Não codificada por logradouros,Total do município
PB,Poço Dantas,58933-000,58934-999,Não codificada por logradouros,Total do município
PB,Poço de José de Moura,58908-000,58909-999,Não codificada por logradouros,Total do município
PB,Pombal,58840-000,58852-999,Não codificada por logradouros,Total do município
PB,Prata,58550-000,58559-999,Não codificada por logradouros,Total do município
PB,Princesa Isabel,58755-000,58757-999,Não codificada por logradouros,Total do município
PB,Puxinanã,58115-000,58116-999,Não codificada por logradouros,Total do município
PB,Queimadas,58470-000,58479-999,Não codificada por logradouros,Total do município
PB,Quixabá,58733-000,58733-999,Não codificada por logradouros,Total do município
PB,Remígio,58398-000,58398-999,Não codificada por logradouros,Total do município
PB,Riachão,58235-000,58237-999,Não codificada por logradouros,Total do município
PB,Riachão do Bacamarte,58382-000,58384-999,Não codificada por logradouros,Total do município
PB,Riachão do Poço,58348-000,58349-999,Não codificada por logradouros,Total do município
PB,Riacho de Santo Antônio,58465-000,58469-999,Não codificada por logradouros,Total do município
PB,Riacho dos Cavalos,58870-000,58879-999,Não codificada por logradouros,Total do município
PB,Rio Tinto,58297-000,58299-999,Não codificada por logradouros,Total do município
PB,Salgadinho,58650-000,58659-999,Não codificada por logradouros,Total do município
PB,Salgado de São Félix,58370-000,58373-999,Não codificada por logradouros,Total do município
PB,Santa Cecília,58463-000,58464-999,Não codificada por logradouros,Total do município
PB,Santa Cruz,58824-000,58829-999,Não codificada por logradouros,Total do município
PB,Santa Helena,58925-000,58927-999,Não codificada por logradouros,Total do município
PB,Santa Inês,58978-000,58979-999,Não codificada por logradouros,Total do município
PB,Santa Luzia,58600-000,58609-999,Não codificada por logradouros,Total do município
PB,Santa Rita,58300-001,58309-999,Codificado por logradouros,Total do município
PB,Santa Rita,58300-001,58308-999,Codificada por logradouros,Exclusiva da sede urbana
PB,Santa Teresinha,58720-000,58722-999,Não codificada por logradouros,Total do município
PB,Santana de Mangueira,58985-000,58989-999,Não codificada por logradouros,Total do município
PB,Santana dos Garrotes,58795-000,58797-999,Não codificada por logradouros,Total do município
PB,Santo André,58675-000,58679-999,Não codificada por logradouros,Total do município
PB,São Bentinho,58857-000,58859-999,Não codificada por logradouros,Total do município
PB,São Bento,58865-000,58869-999,Não codificada por logradouros,Total do município
PB,São Domingos,58853-000,58854-999,Não codificada por logradouros,Total do município
PB,São Domingos do Cariri,58485-000,58486-999,Não codificada por logradouros,Total do município
PB,São Francisco,58818-000,58818-999,Não codificada por logradouros,Total do município
PB,São João do Cariri,58590-000,58594-999,Não codificada por logradouros,Total do município
PB,São João do Rio do Peixe,58910-000,58914-999,Não codificada por logradouros,Total do município
PB,São João do Tigre,58520-000,58529-999,Não codificada por logradouros,Total do município
PB,São José da Lagoa Tapada,58815-000,58816-999,Não codificada por logradouros,Total do município
PB,São José de Caiana,58784-000,58789-999,Não codificada por logradouros,Total do município
PB,São José de Espinharas,58723-000,58724-999,Não codificada por logradouros,Total do município
PB,São José de Piranhas,58940-000,58944-999,Não codificada por logradouros,Total do município
PB,São José de Princesa,58758-000,58759-999,Não codificada por logradouros,Total do município
PB,São José do Bonfim,58725-000,58729-999,Não codificada por logradouros,Total do município
PB,São José do Brejo do Cruz,58893-000,58894-999,Não codificada por logradouros,Total do município
PB,São José do Sabugi,58610-000,58619-999,Não codificada por logradouros,Total do município
PB,São José dos Cordeiros,58570-000,58574-999,Não codificada por logradouros,Total do município
PB,São José dos Ramos,58339-000,58339-999,Não codificada por logradouros,Total do município
PB,São Mamede,58625-000,58639-999,Não codificada por logradouros,Total do município
PB,São Miguel de Taipu,58334-000,58336-999,Não codificada por logradouros,Total do município
PB,São Sebastião de Lagoa de Roça,58119-000,58119-999,Não codificada por logradouros,Total do município
PB,São Sebastião do Umbuzeiro,58510-000,58514-999,Não codificada por logradouros,Total do município
PB,São Vicente do Seridó,58158-000,58159-999,Não codificada por logradouros,Total do município
PB,Sapé,58340-000,58341-999,Não codificada por logradouros,Total do município
PB,Serra Branca,58580-000,58587-999,Não codificada por logradouros,Total do município
PB,Serra da Raiz,58260-000,58264-999,Não codificada por logradouros,Total do município
PB,Serra Grande,58955-000,58959-999,Não codificada por logradouros,Total do município
PB,Serra Redonda,58385-000,58386-999,Não codificada por logradouros,Total do município
PB,Serraria,58395-000,58395-999,Não codificada por logradouros,Total do município
PB,Sertãozinho,58268-000,58269-999,Não codificada por logradouros,Total do município
PB,Sobrado,58342-000,58344-999,Não codificada por logradouros,Total do município
PB,Solânea,58225-000,58227-999,Não codificada por logradouros,Total do município
PB,Soledade,58155-000,58157-999,Não codificada por logradouros,Total do município
PB,Sossego,58177-000,58177-999,Não codificada por logradouros,Total do município
PB,Sousa,58800-001,58814-999,Codificado por logradouros,Total do município
PB,Sousa,58800-001,58809-999,Codificada por logradouros,Exclusiva da sede urbana
PB,Sumé,58540-000,58547-999,Não codificada por logradouros,Total do município
PB,Tacima,58240-000,58249-999,Não codificada por logradouros,Total do município
PB,Taperoá,58680-000,58684-999,Não codificada por logradouros,Total do município
PB,Tavares,58753-000,58754-999,Não codificada por logradouros,Total do município
PB,Teixeira,58735-000,58736-999,Não codificada por logradouros,Total do município
PB,Tenório,58665-000,58669-999,Não codificada por logradouros,Total do município
PB,Triunfo,58920-000,58921-999,Não codificada por logradouros,Total do município
PB,Uiraúna,58915-000,58919-999,Não codificada por logradouros,Total do município
PB,Umbuzeiro,58497-000,58499-999,Não codificada por logradouros,Total do município
PB,Várzea,58620-000,58624-999,Não codificada por logradouros,Total do município
PB,Vieirópolis,58822-000,58822-999,Não codificada por logradouros,Total do município
PB,Vista Serrana,58710-000,58712-999,Não codificada por logradouros,Total do município
PB,Zabelê,58515-000,58519-999,Não codificada por logradouros,Total do município
PE,Abreu e Lima,53500-001,53599-999,Codificado por logradouros,Total do município
PE,Abreu e Lima,53500-001,53589-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Afogados da Ingazeira,56800-000,56819-999,Codificado por logradouros,Total do município
PE,Afogados da Ingazeira,56800-001,56815-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Afrânio,56360-000,56379-999,Não codificada por logradouros,Total do município
PE,Agrestina,55495-000,55499-999,Não codificada por logradouros,Total do município
PE,Água Preta,55550-000,55554-999,Não codificada por logradouros,Total do município
PE,Águas Belas,55340-000,55344-999,Não codificada por logradouros,Total do município
PE,Alagoinha,55260-000,55269-999,Não codificada por logradouros,Total do município
PE,Aliança,55890-000,55899-999,Não codificada por logradouros,Total do município
PE,Altinho,55490-000,55494-999,Não codificada por logradouros,Total do município
PE,Amaraji,55515-000,55519-999,Não codificada por logradouros,Total do município
PE,Angelim,55430-000,55434-999,Codificado por logradouros,Total do município
PE,Angelim,55430-001,55433-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araçoiaba,53690-000,53699-999,Não codificada por logradouros,Total do município
PE,Araripina,56280-000,56299-999,Codificado por logradouros,Total do município
PE,Araripina,56280-001,56281-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araripina,56282-001,56282-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araripina,56283-001,56283-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araripina,56284-001,56284-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araripina,56285-001,56286-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Araripina,56287-001,56288-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Arcoverde,56500-001,56519-999,Codificado por logradouros,Total do município
PE,Arcoverde,56500-001,56519-499,Codificada por logradouros,Exclusiva da sede urbana
PE,Barra de Guabiraba,55690-000,55694-999,Não codificada por logradouros,Total do município
PE,Barreiros,55560-000,55564-999,Não codificada por logradouros,Total do município
PE,Belém de Maria,55440-000,55449-999,Não codificada por logradouros,Total do município
PE,Belém do São Francisco,56440-000,56459-999,Não codificada por logradouros,Total do município
PE,Belo Jardim,55150-001,55169-999,Codificado por logradouros,Total do município
PE,Belo Jardim,55150-001,55159-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Betânia,56670-000,56699-999,Não codificada por logradouros,Total do município
PE,Bezerros,54980-000,54989-999,Em codificação por logradouros,Total do município
PE,Bezerros,55660-000,55664-999,Em codificação por logradouros,Total do município
PE,Bezerros,54980-001,54987-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Bodocó,56220-000,56229-999,Não codificada por logradouros,Total do município
PE,Bom Conselho,55330-000,55339-999,Não codificada por logradouros,Total do município
PE,Bom Jardim,55730-000,55739-999,Não codificada por logradouros,Total do município
PE,Bonito,55680-000,55689-999,Não codificada por logradouros,Total do município
PE,Brejão,55325-000,55329-999,Não codificada por logradouros,Total do município
PE,Brejinho,56740-000,56749-999,Não codificada por logradouros,Total do município
PE,Brejo da Madre de Deus,55170-000,55179-999,Não codificada por logradouros,Total do município
PE,Buenos Aires,55845-000,55849-999,Não codificada por logradouros,Total do município
PE,Buíque,56520-000,56539-999,Em codificação por logradouros,Total do município
PE,Buíque,56520-001,56523-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Cabo de Santo Agostinho,54500-001,54599-999,Codificado por logradouros,Total do município
PE,Cabo de Santo Agostinho,54500-001,54589-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Cabrobó,56180-000,56189-999,Não codificada por logradouros,Total do município
PE,Cachoeirinha,55380-000,55384-999,Não codificada por logradouros,Total do município
PE,Caetés,55360-000,55364-999,Não codificada por logradouros,Total do município
PE,Calçado,55375-000,55379-999,Não codificada por logradouros,Total do município
PE,Calumbi,56930-000,56949-999,Não codificada por logradouros,Total do município
PE,Camaragibe,54750-001,54799-999,Codificado por logradouros,Total do município
PE,Camaragibe,54750-001,54799-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Camocim de São Félix,55665-000,55669-999,Não codificada por logradouros,Total do município
PE,Camutanga,55930-000,55939-999,Não codificada por logradouros,Total do município
PE,Canhotinho,55420-000,55429-999,Não codificada por logradouros,Total do município
PE,Capoeiras,55365-000,55369-999,Não codificada por logradouros,Total do município
PE,Carnaíba,56820-000,56827-999,Não codificada por logradouros,Total do município
PE,Carnaubeira da Penha,56420-000,56429-999,Não codificada por logradouros,Total do município
PE,Carpina,55810-001,55819-999,Codificado por logradouros,Total do município
PE,Carpina,55810-001,55819-859,Codificada por logradouros,Exclusiva da sede urbana
PE,Caruaru,55000-001,55119-999,Codificado por logradouros,Total do município
PE,Caruaru,55000-001,55099-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Casinhas,55755-000,55759-999,Não codificada por logradouros,Total do município
PE,Catende,55400-000,55404-999,Não codificada por logradouros,Total do município
PE,Cedro,56130-000,56139-999,Em codificação por logradouros,Total do município
PE,Cedro,56130-001,56133-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Chã de Alegria,55835-000,55839-999,Não codificada por logradouros,Total do município
PE,Chã Grande,55636-000,55639-999,Não codificada por logradouros,Total do município
PE,Condado,55940-000,55949-999,Não codificada por logradouros,Total do município
PE,Correntes,55315-000,55319-999,Não codificada por logradouros,Total do município
PE,Cortês,55525-000,55529-999,Não codificada por logradouros,Total do município
PE,Cumaru,55655-000,55659-999,Não codificada por logradouros,Total do município
PE,Cupira,55460-000,55469-999,Codificado por logradouros,Total do município
PE,Cupira,55460-001,55464-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Cupira,55465-001,55467-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Custódia,56640-000,56669-999,Não codificada por logradouros,Total do município
PE,Dormentes,56355-000,56359-999,Não codificada por logradouros,Total do município
PE,Escada,55500-000,55509-999,Em codificação por logradouros,Total do município
PE,Escada,55500-001,55503-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Exu,56230-000,56249-999,Não codificada por logradouros,Total do município
PE,Feira Nova,55715-000,55719-999,Não codificada por logradouros,Total do município
PE,Fernando de Noronha,53990-000,53999-999,Codificado por logradouros,Total do município
PE,Fernando de Noronha,53990-001,53997-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Ferreiros,55880-000,55889-999,Não codificada por logradouros,Total do município
PE,Flores,56850-000,56869-999,Não codificada por logradouros,Total do município
PE,Floresta,56400-000,56419-999,Codificado por logradouros,Total do município
PE,Floresta,56400-001,56409-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Frei Miguelinho,55780-000,55789-999,Não codificada por logradouros,Total do município
PE,Gameleira,55530-000,55534-999,Não codificada por logradouros,Total do município
PE,Garanhuns,55290-001,55304-999,Codificado por logradouros,Total do município
PE,Garanhuns,55290-001,55299-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Glória do Goitá,55620-000,55629-999,Não codificada por logradouros,Total do município
PE,Goiana,55900-000,55919-999,Não codificada por logradouros,Total do município
PE,Granito,56160-000,56162-999,Não codificada por logradouros,Total do município
PE,Gravatá,55640-001,55649-999,Codificado por logradouros,Total do município
PE,Gravatá,55640-001,55645-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Iati,55345-000,55349-999,Não codificada por logradouros,Total do município
PE,Ibimirim,56580-000,56599-999,Codificado por logradouros,Total do município
PE,Ibimirim,56580-001,56589-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Ibirajuba,55390-000,55394-999,Não codificada por logradouros,Total do município
PE,Igarassu,53600-001,53689-999,Codificado por logradouros,Total do município
PE,Igarassu,53600-001,53659-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Iguaracy,56840-000,56849-999,Não codificada por logradouros,Total do município
PE,Ilha de Itamaracá,53900-000,53989-999,Em codificação por logradouros,Total do município
PE,Ilha de Itamaracá,53900-001,53905-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Inajá,56560-000,56564-999,Não codificada por logradouros,Total do município
PE,Ingazeira,56830-000,56839-999,Não codificada por logradouros,Total do município
PE,Ipojuca,55590-000,55599-999,Codificado por logradouros,Total do município
PE,Ipojuca,55590-001,55591-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Ipojuca,55592-001,55594-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Ipojuca,55595-001,55598-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Ipubi,56260-000,56279-999,Não codificada por logradouros,Total do município
PE,Itacuruba,56430-000,56439-999,Codificado por logradouros,Total do município
PE,Itacuruba,56430-001,56431-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Itaíba,56550-000,56559-999,Não codificada por logradouros,Total do município
PE,Itambé,55920-000,55929-999,Não codificada por logradouros,Total do município
PE,Itapetim,56720-000,56739-999,Não codificada por logradouros,Total do município
PE,Itapissuma,53700-000,53899-999,Não codificada por logradouros,Total do município
PE,Itaquitinga,55950-000,55999-999,Não codificada por logradouros,Total do município
PE,Jaboatão dos Guararapes,54000-000,54499-999,Codificado por logradouros,Total do município
PE,Jaboatão dos Guararapes,54000-001,54499-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Jaqueira,55409-000,55409-999,Não codificada por logradouros,Total do município
PE,Jataúba,55180-000,55189-999,Não codificada por logradouros,Total do município
PE,Jatobá,56470-000,56479-999,Não codificada por logradouros,Total do município
PE,João Alfredo,55720-000,55729-999,Não codificada por logradouros,Total do município
PE,Joaquim Nabuco,55535-000,55539-999,Não codificada por logradouros,Total do município
PE,Jucati,55398-000,55399-999,Não codificada por logradouros,Total do município
PE,Jupi,55395-000,55397-999,Não codificada por logradouros,Total do município
PE,Jurema,55480-000,55489-999,Não codificada por logradouros,Total do município
PE,Lagoa do Carro,55820-000,55824-999,Não codificada por logradouros,Total do município
PE,Lagoa do Itaenga,55840-000,55844-999,Não codificada por logradouros,Total do município
PE,Lagoa do Ouro,55320-000,55324-999,Não codificada por logradouros,Total do município
PE,Lagoa dos Gatos,55450-000,55459-999,Não codificada por logradouros,Total do município
PE,Lagoa Grande,56395-000,56399-999,Não codificada por logradouros,Total do município
PE,Lajedo,55385-000,55389-999,Não codificada por logradouros,Total do município
PE,Limoeiro,55700-000,55714-999,Codificado por logradouros,Total do município
PE,Limoeiro,55700-001,55710-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Macaparana,55865-000,55869-999,Não codificada por logradouros,Total do município
PE,Machados,55740-000,55744-999,Não codificada por logradouros,Total do município
PE,Manari,56565-000,56579-999,Não codificada por logradouros,Total do município
PE,Maraial,55405-000,55408-999,Não codificada por logradouros,Total do município
PE,Mirandiba,56980-000,56999-999,Não codificada por logradouros,Total do município
PE,Moreilândia,56150-000,56159-999,Não codificada por logradouros,Total do município
PE,Moreno,54800-000,54979-999,Codificado por logradouros,Total do município
PE,Moreno,54800-001,54849-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Nazaré da Mata,55800-000,55804-999,Não codificada por logradouros,Total do município
PE,Olinda,53000-001,53399-999,Codificado por logradouros,Total do município
PE,Olinda,53000-001,53399-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Orobó,55745-000,55749-999,Não codificada por logradouros,Total do município
PE,Orocó,56170-000,56179-999,Não codificada por logradouros,Total do município
PE,Ouricuri,56200-000,56209-999,Não codificada por logradouros,Total do município
PE,Palmares,55540-000,55549-999,Não codificada por logradouros,Total do município
PE,Palmeirina,55310-000,55314-999,Não codificada por logradouros,Total do município
PE,Panelas,55470-000,55479-999,Não codificada por logradouros,Total do município
PE,Paranatama,55355-000,55359-999,Não codificada por logradouros,Total do município
PE,Parnamirim,56163-000,56169-999,Não codificada por logradouros,Total do município
PE,Passira,55650-000,55654-999,Não codificada por logradouros,Total do município
PE,Paudalho,55825-000,55834-999,Em codificação por logradouros,Total do município
PE,Paudalho,55825-001,55828-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Paulista,53400-001,53499-999,Codificado por logradouros,Total do município
PE,Paulista,53400-001,53499-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Pedra,55280-000,55289-999,Não codificada por logradouros,Total do município
PE,Pesqueira,55200-000,55239-999,Não codificada por logradouros,Total do município
PE,Petrolândia,56460-000,56469-999,Não codificada por logradouros,Total do município
PE,Petrolina,56300-001,56354-999,Codificado por logradouros,Total do município
PE,Petrolina,56300-001,56334-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Poção,55240-000,55249-999,Não codificada por logradouros,Total do município
PE,Pombos,55630-000,55635-999,Não codificada por logradouros,Total do município
PE,Primavera,55510-000,55514-999,Não codificada por logradouros,Total do município
PE,Quipapá,55415-000,55419-999,Não codificada por logradouros,Total do município
PE,Quixabá,56828-000,56829-999,Não codificada por logradouros,Total do município
PE,Recife,50000-001,52999-999,Codificado por logradouros,Total do município
PE,Recife,50000-001,52999-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Riacho das Almas,55120-000,55124-999,Em codificação por logradouros,Total do município
PE,Riacho das Almas,55120-001,55120-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Riacho das Almas,55121-001,55121-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Riacho das Almas,55122-001,55122-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Riacho das Almas,55123-001,55123-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Ribeirão,55520-000,55524-999,Codificado por logradouros,Total do município
PE,Ribeirão,55520-001,55523-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Rio Formoso,55570-000,55577-999,Não codificada por logradouros,Total do município
PE,Sairé,55695-000,55699-999,Não codificada por logradouros,Total do município
PE,Salgadinho,55675-000,55679-999,Não codificada por logradouros,Total do município
PE,Salgueiro,56000-000,56119-999,Não codificada por logradouros,Total do município
PE,Saloá,55350-000,55354-999,Não codificada por logradouros,Total do município
PE,Sanharó,55250-000,55259-999,Codificado por logradouros,Total do município
PE,Sanharó,55250-001,55254-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Santa Cruz,56215-000,56219-999,Não codificada por logradouros,Total do município
PE,Santa Cruz da Baixa Verde,56895-000,56899-999,Não codificada por logradouros,Total do município
PE,Santa Cruz do Capibaribe,55190-001,55199-999,Codificado por logradouros,Total do município
PE,Santa Cruz do Capibaribe,55190-001,55197-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Santa Filomena,56210-000,56214-999,Não codificada por logradouros,Total do município
PE,Santa Maria da Boa Vista,56380-000,56394-999,Não codificada por logradouros,Total do município
PE,Santa Maria do Cambucá,55765-000,55769-999,Não codificada por logradouros,Total do município
PE,Santa Terezinha,56750-000,56759-999,Não codificada por logradouros,Total do município
PE,São Benedito do Sul,55410-000,55414-999,Não codificada por logradouros,Total do município
PE,São Bento do Una,55370-000,55374-999,Codificado por logradouros,Total do município
PE,São Bento do Una,55370-001,55373-999,Codificada por logradouros,Exclusiva da sede urbana
PE,São Caitano,55130-000,55139-999,Não codificada por logradouros,Total do município
PE,São João,55435-000,55439-999,Não codificada por logradouros,Total do município
PE,São Joaquim do Monte,55670-000,55674-999,Não codificada por logradouros,Total do município
PE,São José da Coroa Grande,55565-000,55569-999,Não codificada por logradouros,Total do município
PE,São José do Belmonte,56950-000,56979-999,Não codificada por logradouros,Total do município
PE,São José do Egito,56700-000,56719-999,Não codificada por logradouros,Total do município
PE,São Lourenço da Mata,54700-001,54749-999,Codificado por logradouros,Total do município
PE,São Lourenço da Mata,54700-001,54748-999,Codificada por logradouros,Exclusiva da sede urbana
PE,São Vicente Ferrer,55860-000,55864-999,Não codificada por logradouros,Total do município
PE,Serra Talhada,56900-001,56929-999,Codificado por logradouros,Total do município
PE,Serra Talhada,56900-001,56915-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Serrita,56140-000,56149-999,Não codificada por logradouros,Total do município
PE,Sertânia,56600-000,56639-999,Não codificada por logradouros,Total do município
PE,Sirinhaém,55580-000,55589-999,Não codificada por logradouros,Total do município
PE,Solidão,56795-000,56799-999,Não codificada por logradouros,Total do município
PE,Surubim,55750-000,55754-999,Não codificada por logradouros,Total do município
PE,Tabira,56780-000,56794-999,Não codificada por logradouros,Total do município
PE,Tacaimbó,55140-000,55149-999,Não codificada por logradouros,Total do município
PE,Tacaratu,56480-000,56499-999,Não codificada por logradouros,Total do município
PE,Tamandaré,55578-000,55579-999,Não codificada por logradouros,Total do município
PE,Taquaritinga do Norte,55790-000,55799-999,Não codificada por logradouros,Total do município
PE,Terezinha,55305-000,55309-999,Não codificada por logradouros,Total do município
PE,Terra Nova,56190-000,56199-999,Não codificada por logradouros,Total do município
PE,Timbaúba,55870-000,55879-999,Codificado por logradouros,Total do município
PE,Timbaúba,55870-001,55874-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Toritama,55125-000,55129-999,Em codificação por logradouros,Total do município
PE,Toritama,55125-001,55128-999,Em codificação por logradouros,Exclusiva da sede urbana
PE,Tracunhaém,55805-000,55809-999,Codificado por logradouros,Total do município
PE,Tracunhaém,55805-001,55808-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Trindade,56250-000,56259-999,Não codificada por logradouros,Total do município
PE,Triunfo,56870-000,56894-999,Não codificada por logradouros,Total do município
PE,Tupanatinga,56540-000,56549-999,Não codificada por logradouros,Total do município
PE,Tuparetama,56760-000,56779-999,Não codificada por logradouros,Total do município
PE,Venturosa,55270-000,55279-999,Não codificada por logradouros,Total do município
PE,Verdejante,56120-000,56129-999,Não codificada por logradouros,Total do município
PE,Vertente do Lério,55760-000,55764-999,Não codificada por logradouros,Total do município
PE,Vertentes,55770-000,55779-999,Não codificada por logradouros,Total do município
PE,Vicência,55850-000,55859-999,Não codificada por logradouros,Total do município
PE,Vitória de Santo Antão,55600-001,55619-999,Codificado por logradouros,Total do município
PE,Vitória de Santo Antão,55600-001,55617-999,Codificada por logradouros,Exclusiva da sede urbana
PE,Xexéu,55555-000,55559-999,Em codificação por logradouros,Total do município
PE,Xexéu,55555-001,55558-999,Em codificação por logradouros,Exclusiva da sede urbana
PI,Acauã,64748-000,64749-999,Não codificada por logradouros,Total do município
PI,Agricolândia,64440-000,64444-999,Não codificada por logradouros,Total do município
PI,Água Branca,64460-000,64464-999,Não codificada por logradouros,Total do município
PI,Alagoinha do Piauí,64655-000,64659-999,Não codificada por logradouros,Total do município
PI,Alegrete do Piauí,64675-000,64677-999,Não codificada por logradouros,Total do município
PI,Alto Longá,64360-000,64364-999,Não codificada por logradouros,Total do município
PI,Altos,64290-000,64294-999,Não codificada por logradouros,Total do município
PI,Alvorada do Gurguéia,64923-000,64924-999,Não codificada por logradouros,Total do município
PI,Amarante,64400-000,64409-999,Não codificada por logradouros,Total do município
PI,Angical do Piauí,64410-000,64414-999,Não codificada por logradouros,Total do município
PI,Anísio de Abreu,64780-000,64781-999,Não codificada por logradouros,Total do município
PI,Antônio Almeida,64855-000,64857-999,Não codificada por logradouros,Total do município
PI,Aroazes,64310-000,64314-999,Não codificada por logradouros,Total do município
PI,Aroeiras do Itaim,64612-000,64612-999,Não codificada por logradouros,Total do município
PI,Arraial,64480-000,64489-999,Não codificada por logradouros,Total do município
PI,Assunção do Piauí,64333-000,64334-999,Não codificada por logradouros,Total do município
PI,Avelino Lopes,64965-000,64967-999,Não codificada por logradouros,Total do município
PI,Baixa Grande do Ribeiro,64868-000,64869-999,Não codificada por logradouros,Total do município
PI,Barra D'Alcântara,64528-000,64529-999,Não codificada por logradouros,Total do município
PI,Barras,64100-000,64104-999,Não codificada por logradouros,Total do município
PI,Barreiras do Piauí,64990-000,64992-999,Não codificada por logradouros,Total do município
PI,Barro Duro,64455-000,64459-999,Não codificada por logradouros,Total do município
PI,Batalha,64190-000,64199-999,Não codificada por logradouros,Total do município
PI,Bela Vista do Piauí,64705-000,64709-999,Não codificada por logradouros,Total do município
PI,Belém do Piauí,64678-000,64679-999,Não codificada por logradouros,Total do município
PI,Beneditinos,64380-000,64387-999,Não codificada por logradouros,Total do município
PI,Bertolínia,64870-000,64872-999,Não codificada por logradouros,Total do município
PI,Betânia do Piauí,64753-000,64754-999,Não codificada por logradouros,Total do município
PI,Boa Hora,64108-000,64109-999,Não codificada por logradouros,Total do município
PI,Bocaina,64630-000,64634-999,Não codificada por logradouros,Total do município
PI,Bom Jesus,64900-000,64904-999,Não codificada por logradouros,Total do município
PI,Bom Princípio do Piauí,64225-000,64227-999,Não codificada por logradouros,Total do município
PI,Bonfim do Piauí,64775-000,64777-999,Não codificada por logradouros,Total do município
PI,Boqueirão do Piauí,64283-000,64284-999,Não codificada por logradouros,Total do município
PI,Brasileira,64265-000,64269-999,Não codificada por logradouros,Total do município
PI,Brejo do Piauí,64895-000,64897-999,Não codificada por logradouros,Total do município
PI,Buriti dos Lopes,64230-000,64232-999,Não codificada por logradouros,Total do município
PI,Buriti dos Montes,64345-000,64349-999,Não codificada por logradouros,Total do município
PI,Cabeceiras do Piauí,64105-000,64107-999,Não codificada por logradouros,Total do município
PI,Cajazeiras do Piauí,64514-000,64515-999,Não codificada por logradouros,Total do município
PI,Cajueiro da Praia,64222-000,64223-999,Não codificada por logradouros,Total do município
